SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,MiddleSyllogismPairing,ListNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
1_17,1,N1-c-M1,17,1,burgers,Valid Filler,Darii,4,1,All burgers have protein,Some entrées are burgers,Some entrées have protein,NA,2368,Darii,1,1,0,0
1_18,1,N1-c-M1,18,0,star,Homonymy,Dimatis,4,1,Some celestial objects are stars,All stars are famous people,Some famous people are celestial objects,NA,2907,Dimatis,0,1,0,0
1_19,1,N1-c-M1,19,1,statues,Valid Filler,Dimatis,4,1,Some bronzes are statues,All statues are sculptures,Some sculptures are bronzes,NA,6823,Dimatis,1,1,0,0
1_20,1,N1-c-M1,20,0,magazines,Polysemy,Darii,4,1,All magazines are recyclable,Some media corporations are magazines,Some media corporations are recyclable,NA,3388,Darii,0,1,0,0
1_21,1,N1-c-M1,21,0,steaks,Invalid Filler,Darii*,4,1,All rotten ribeyes are steaks,Some delicious meals are steaks,Some delicoius meals are rotten ribeyes,NA,3479,Darii,0,1,0,0
1_22,1,N1-c-M1,22,1,liars,Valid Filler,Disamis,4,1,Some liars are criminals,All liars are humans,Some humans are criminals ,NA,2195,Disamis,1,1,0,0
1_23,1,N1-c-M1,23,0,city,Polysemy,Dimatis,4,1,Some bureaucracies are cities,All cities are graffitied places,Some graffitied places are bureaucracies,NA,3081,Dimatis,0,1,0,0
1_24,1,N1-c-M1,24,1,rifles,Valid Filler,Darii,4,1,All rifles are guns,Some safety hazards are rifles,Some safety hazards are guns,NA,4067,Darii,1,1,0,0
1_25,1,N1-c-M1,25,0,change,Homonymy,Datisi,4,1,All change is money,Some change is transformation,Some transformation is money,NA,3624,Datisi,0,1,0,0
1_26,1,N1-c-M1,26,0,actors,Invalid Filler,Dimatis*,4,1,Some women are actors,All male leads are actors,Some male leads are women,NA,2251,Dimatis,0,1,0,0
1_27,1,N1-c-M1,27,0,novel,Polysemy,Datisi,4,1,All novels are flammable,Some novels are debuts,Some debuts are flammable,NA,2223,Datisi,0,1,0,0
1_28,1,N1-c-M1,28,1,suitcases,Valid Filler,Disamis,4,1,Some suitcases are bags,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,2581,Disamis,1,1,0,0
1_29,1,N1-c-M1,29,1,dinner,Polysemy,Darii,4,1,All dinners happen after four o'clock,Some lasagnas are dinners,Some lasagnas happen after four o'clock,NA,10268,Darii,0,0,0,0
1_30,1,N1-c-M1,30,0,rock,Homonymy,Dimatis,4,1,Some marble is rock,All rock is music,Some music is marble,NA,2069,Dimatis,0,1,0,0
1_31,1,N1-c-M1,31,1,mugs,Valid Filler,Dimatis,4,1,Some ceramics are mugs,All mugs are cups ,Some cups are ceramics,NA,3405,Dimatis,1,1,0,0
1_32,1,N1-c-M1,32,0,funerals,Invalid Filler,Dimatis*,4,1,Some family gatherings are funerals,All anonymous burials are funerals,Some anonymous burials are family gatherings,NA,4500,Dimatis,0,1,0,0
1_33,1,N1-c-M1,33,1,widows,Valid Filler,Disamis,4,1,Some widows are parents,All widows are women,Some women are parents,NA,2491,Disamis,1,1,0,0
1_34,1,N1-c-M1,34,0,spices,Invalid Filler,Disamis*,4,1,Some spices are dried roots,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,2874,Disamis,0,1,0,0
1_35,1,N1-c-M1,35,0,Wave,Homonymy,Disamis,4,1,Some waves are gestures,All waves are liquids,Some liquids are gestures,NA,2227,Disamis,0,1,0,0
1_36,1,N1-c-M1,36,0,cabinet,Homonymy,Dimatis,4,1,Some shelving units are cabinets,All cabinets are political appointments,Some political appointments are shelving units,NA,2800,Dimatis,0,1,0,0
1_37,1,N1-c-M1,37,0,lunch,Polysemy,Disamis,4,1,Some lunches are breaks,All lunches are foods,Some foods are breaks,NA,2380,Disamis,0,1,0,0
1_38,1,N1-c-M1,38,1,grapes,Valid Filler,Darii,4,1,All grapes are fruits ,Some snacks are grapes,Some snacks are fruits,NA,2076,Darii,1,1,0,0
1_39,1,N1-c-M1,39,0,picnic,Polysemy,Dimatis,4,1,Some summertime activities are picnics,All picnics are prepared foods,Some prepared foods are summertime activities,NA,6837,Dimatis,0,1,0,0
1_40,1,N1-c-M1,40,1,dolls,Valid Filler,Datisi,4,1,All dolls are man made,Some dolls are toys,Some toys are man made,NA,2402,Datisi,1,1,0,0
1_41,1,N1-c-M1,41,0,ring,Homonymy,Datisi,4,1,All rings are sounds,Some rings are accessories,Some accessories are sounds,NA,2516,Datisi,0,1,0,0
1_42,1,N1-c-M1,42,0,mothers,Invalid Filler,Datisi*,4,1,All grandmas are mothers ,Some mothers are teens,Some teens are grandmas,NA,2819,Datisi,0,1,0,0
1_43,1,N1-c-M1,43,1,singers,Valid Filler,Datisi,4,1,All singers are performers,Some singers are men,Some men are performers,NA,2430,Datisi,1,1,0,0
1_44,1,N1-c-M1,44,0,stones,Invalid Filler,Dimatis*,4,1,Some paperweights are stones,All boulders are stones,Some boulders are paperweights,NA,4830,Dimatis,0,1,0,0
1_45,1,N1-c-M1,45,0,board,Homonymy,Disamis,4,1,Some boards are governing organizations,All boards are wooden planks,Some wooden planks are governing organizations,NA,2876,Disamis,0,1,0,0
1_46,1,N1-c-M1,46,1,clowns,Valid Filler,Datisi,4,1,All clowns are entertainers,Some clowns are mimes,Some mimes are entertainers,NA,3013,Datisi,1,1,0,0
1_47,1,N1-c-M1,47,0,colors,Invalid Filler,Darii*,4,1,Some pastels are colors,All shades of neon green are colors ,Some shades of neon green are pastels,NA,2819,Darii,0,1,0,0
1_48,1,N1-c-M1,48,1,peppers,Invalid Filler,Disamis*,4,1,Some peppers are yellow vegetables ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,29639,Disamis,0,0,0,0
1_49,1,N1-c-M1,49,1,swords,Valid Filler,Darii,4,1,All swords are weapons,Some sharp objects are swords,Some sharp objects are weapons,NA,2486,Darii,1,1,0,0
1_50,1,N1-c-M1,50,0,injuries,Invalid Filler,Disamis*,4,1,Some injuries are sunburns,All broken bones are injuries,Some broken bones are sunburns,NA,2263,Disamis,0,1,0,0
1_51,1,N1-c-M1,51,1,ponies,Valid Filler,Dimatis,4,1,Some thoroughbreds are ponies,All ponies are neighing animals,Some neighing animals are thoroughbreds,NA,2576,Dimatis,1,1,0,0
1_52,1,N1-c-M1,52,1,letter,Polysemy,Dimatis,4,1,Some papers are letters,All letters are communications,Some communications are papers,NA,3258,Dimatis,0,0,0,0
1_53,1,N1-c-M1,53,0,book,Polysemy,Disamis,4,1,Some books are doorstops,All books are pieces of intellectual property,Some pieces of intellectual property are doorstops,NA,3626,Disamis,0,1,0,0
1_54,1,N1-c-M1,54,0,thieves,Invalid Filler,Disamis*,4,1,Some thieves are children,All mob bosses are thieves,Some mob bosses are children,NA,2997,Disamis,0,1,0,0
1_55,1,N1-c-M1,55,0,shapes,Invalid Filler,Darii*,4,1,All cylinders are shapes,Some road signs are shapes,Some road signs are cylinders,NA,3376,Darii,0,1,0,0
1_56,1,N1-c-M1,56,0,ruler,Homonymy,Darii,4,1,All rulers are standard lengths,Some queens are rulers,Some queens are standard lengths,NA,3298,Darii,0,1,0,0
2_1,2,N1-c-M1,1,1,book,Polysemy,Disamis,4,2,Some books are doorstops,All books are pieces of intellectual property,Some pieces of intellectual property are doorstops,NA,7194,Disamis,0,0,0,0
2_2,2,N1-c-M1,2,0,mothers,Invalid Filler,Datisi*,4,2,All grandmas are mothers ,Some mothers are teens,Some teens are grandmas,NA,12525,Datisi,0,1,0,0
2_3,2,N1-c-M1,3,1,funerals,Invalid Filler,Dimatis*,4,2,Some family gatherings are funerals,All anonymous burials are funerals,Some anonymous burials are family gatherings,NA,7507,Dimatis,0,0,0,0
2_4,2,N1-c-M1,4,1,peppers,Invalid Filler,Disamis*,4,2,Some peppers are yellow vegetables ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,3512,Disamis,0,0,0,0
2_5,2,N1-c-M1,5,0,ball,Homonymy,Disamis,4,2,Some balls are senior proms,All balls are toys,Some toys are senior proms,NA,4389,Disamis,0,1,0,0
2_6,2,N1-c-M1,6,0,thieves,Invalid Filler,Disamis*,4,2,Some thieves are children,All mob bosses are thieves,Some mob bosses are children,NA,2354,Disamis,0,1,0,0
2_7,2,N1-c-M1,7,1,clowns,Valid Filler,Datisi,4,2,All clowns are entertainers,Some clowns are mimes,Some mimes are entertainers,NA,3916,Datisi,1,1,0,0
2_8,2,N1-c-M1,8,0,stones,Invalid Filler,Dimatis*,4,2,Some paperweights are stones,All boulders are stones,Some boulders are paperweights,NA,4665,Dimatis,0,1,0,0
2_9,2,N1-c-M1,9,1,dinner,Polysemy,Darii,4,2,All dinners happen after four o'clock,Some lasagnas are dinners,Some lasagnas happen after four o'clock,NA,3419,Darii,0,0,0,0
2_10,2,N1-c-M1,10,1,breakfast,Polysemy,Datisi,4,2,All breakfasts are under three hours,Some breakfasts are smoothies,Some smoothies are under three hours,NA,3499,Datisi,0,0,0,0
2_11,2,N1-c-M1,11,0,board,Homonymy,Disamis,4,2,Some boards are governing organizations,All boards are wooden planks,Some wooden planks are governing organizations,NA,4825,Disamis,0,1,0,0
2_12,2,N1-c-M1,12,0,cabinet,Homonymy,Dimatis,4,2,Some shelving units are cabinets,All cabinets are political appointments,Some political appointments are shelving units,NA,3171,Dimatis,0,1,0,0
2_13,2,N1-c-M1,13,1,school,Polysemy,Darii,4,2,All schools have classrooms,Some employers are schools,Some employers have classrooms,NA,3809,Darii,0,0,0,0
2_14,2,N1-c-M1,14,0,lunch,Polysemy,Disamis,4,2,Some lunches are breaks,All lunches are foods,Some foods are breaks,NA,3142,Disamis,0,1,0,0
2_15,2,N1-c-M1,15,1,poets,Valid Filler,Dimatis,4,2,Some teachers are poets,All poets are writers ,Some writers are teachers,NA,3131,Dimatis,1,1,0,0
2_16,2,N1-c-M1,16,1,dolls,Valid Filler,Datisi,4,2,All dolls are man made,Some dolls are toys,Some toys are man made,NA,2406,Datisi,1,1,0,0
2_17,2,N1-c-M1,17,0,bat,Homonymy,Datisi,4,2,All bats are animals,Some bats are sporting goods,Some sporting goods are animals,NA,3686,Datisi,0,1,0,0
2_18,2,N1-c-M1,18,0,ruler,Homonymy,Darii,4,2,All rulers are standard lengths,Some queens are rulers,Some queens are standard lengths,NA,4092,Darii,0,1,0,0
2_19,2,N1-c-M1,19,0,Wave,Homonymy,Disamis,4,2,Some waves are gestures,All waves are liquids,Some liquids are gestures,NA,2287,Disamis,0,1,0,0
2_20,2,N1-c-M1,20,1,trucks,Valid Filler,Disamis,4,2,Some trucks are big rigs,All trucks are vehicles,Some vehicles are big rigs,NA,3887,Disamis,1,1,0,0
2_21,2,N1-c-M1,21,1,sausages,Invalid Filler,Dimatis*,4,2,Some pizza toppings are sausages,All chili dogs are sausages,Some chili dogs are pizza toppings,NA,4501,Dimatis,0,0,0,0
2_22,2,N1-c-M1,22,1,picnic,Polysemy,Dimatis,4,2,Some summertime activities are picnics,All picnics are prepared foods,Some prepared foods are summertime activities,NA,4668,Dimatis,0,0,0,0
2_23,2,N1-c-M1,23,1,doughnuts,Valid Filler,Datisi,4,2,All doughnuts are sugary ,Some doughnuts are treats,Some treats are sugary,NA,2275,Datisi,1,1,0,0
2_24,2,N1-c-M1,24,1,suitcases,Valid Filler,Disamis,4,2,Some suitcases are bags,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,2332,Disamis,1,1,0,0
2_25,2,N1-c-M1,25,1,toilets,Invalid Filler,Darii*,4,2,All urinals are toilets,Some seats are toilets,Some seats are urinals,NA,2747,Darii,0,0,0,0
2_26,2,N1-c-M1,26,0,company,Polysemy,Disamis,4,2,Some companies are in city centers,All companies are hierarchies,Some hierarchies are in city centers,NA,3482,Disamis,0,1,0,0
2_27,2,N1-c-M1,27,1,letter,Polysemy,Dimatis,4,2,Some papers are letters,All letters are communications,Some communications are papers,NA,2928,Dimatis,0,0,0,0
2_28,2,N1-c-M1,28,1,liars,Valid Filler,Disamis,4,2,Some liars are criminals,All liars are humans,Some humans are criminals ,NA,2021,Disamis,1,1,0,0
2_29,2,N1-c-M1,29,0,change,Homonymy,Datisi,4,2,All change is money,Some change is transformation,Some transformation is money,NA,3189,Datisi,0,1,0,0
2_30,2,N1-c-M1,30,0,antiques,Invalid Filler,Datisi*,4,2,All medieval manuscripts are antiques ,Some antiques are pieces of jewelry,Some pieces of jewelry are medieval manuscripts,NA,3330,Datisi,0,1,0,0
2_31,2,N1-c-M1,31,1,ponies,Valid Filler,Dimatis,4,2,Some thoroughbreds are ponies,All ponies are neighing animals,Some neighing animals are thoroughbreds,NA,3269,Dimatis,1,1,0,0
2_32,2,N1-c-M1,32,0,actors,Invalid Filler,Dimatis*,4,2,Some women are actors,All male leads are actors,Some male leads are women,NA,3375,Dimatis,0,1,0,0
2_33,2,N1-c-M1,33,1,grapes,Valid Filler,Darii,4,2,All grapes are fruits ,Some snacks are grapes,Some snacks are fruits,NA,3654,Darii,1,1,0,0
2_34,2,N1-c-M1,34,0,shapes,Invalid Filler,Darii*,4,2,All cylinders are shapes,Some road signs are shapes,Some road signs are cylinders,NA,4118,Darii,0,1,0,0
2_35,2,N1-c-M1,35,1,burgers,Valid Filler,Darii,4,2,All burgers have protein,Some entrées are burgers,Some entrées have protein,NA,2195,Darii,1,1,0,0
2_36,2,N1-c-M1,36,1,widows,Valid Filler,Disamis,4,2,Some widows are parents,All widows are women,Some women are parents,NA,3489,Disamis,1,1,0,0
2_37,2,N1-c-M1,37,1,star,Homonymy,Dimatis,4,2,Some celestial objects are stars,All stars are famous people,Some famous people are celestial objects,NA,3700,Dimatis,0,0,0,0
2_38,2,N1-c-M1,38,0,steaks,Invalid Filler,Darii*,4,2,All rotten ribeyes are steaks,Some delicious meals are steaks,Some delicoius meals are rotten ribeyes,NA,13844,Darii,0,1,0,0
2_39,2,N1-c-M1,39,1,swords,Valid Filler,Darii,4,2,All swords are weapons,Some sharp objects are swords,Some sharp objects are weapons,NA,2833,Darii,1,1,0,0
2_40,2,N1-c-M1,40,1,mugs,Valid Filler,Dimatis,4,2,Some ceramics are mugs,All mugs are cups ,Some cups are ceramics,NA,3095,Dimatis,1,1,0,0
2_41,2,N1-c-M1,41,0,magazines,Polysemy,Darii,4,2,All magazines are recyclable,Some media corporations are magazines,Some media corporations are recyclable,NA,2627,Darii,0,1,0,0
2_42,2,N1-c-M1,42,1,rifles,Valid Filler,Darii,4,2,All rifles are guns,Some safety hazards are rifles,Some safety hazards are guns,NA,5594,Darii,1,1,0,0
2_43,2,N1-c-M1,43,0,rock,Homonymy,Dimatis,4,2,Some marble is rock,All rock is music,Some music is marble,NA,2082,Dimatis,0,1,0,0
2_44,2,N1-c-M1,44,0,ring,Homonymy,Datisi,4,2,All rings are sounds,Some rings are accessories,Some accessories are sounds,NA,4355,Datisi,0,1,0,0
2_45,2,N1-c-M1,45,1,colors,Invalid Filler,Darii*,4,2,Some pastels are colors,All shades of neon green are colors ,Some shades of neon green are pastels,NA,3191,Darii,0,0,0,0
2_46,2,N1-c-M1,46,0,novel,Polysemy,Datisi,4,2,All novels are flammable,Some novels are debuts,Some debuts are flammable,NA,2540,Datisi,0,1,0,0
2_47,2,N1-c-M1,47,1,singers,Valid Filler,Datisi,4,2,All singers are performers,Some singers are men,Some men are performers,NA,3671,Datisi,1,1,0,0
2_48,2,N1-c-M1,48,0,city,Polysemy,Dimatis,4,2,Some bureaucracies are cities,All cities are graffitied places,Some graffitied places are bureaucracies,NA,3096,Dimatis,0,1,0,0
2_49,2,N1-c-M1,49,1,suit,Homonymy,Darii,4,2,All suits are dress attire,Some court proceedings are suits,Some court proceedings are dress attire,NA,6966,Darii,0,0,0,0
2_50,2,N1-c-M1,50,1,dresses,Invalid Filler,Datisi*,4,2,All ball gowns are dresses ,Some dresses are cocktail outfits,Some cocktail outfits are ball gowns,NA,4109,Datisi,0,0,0,0
2_51,2,N1-c-M1,51,0,dances,Invalid Filler,Datisi*,4,2,All ballets are dances ,Some dances are mating rituals,Some mating rituals are ballets ,NA,3457,Datisi,0,1,0,0
2_52,2,N1-c-M1,52,1,statues,Valid Filler,Dimatis,4,2,Some bronzes are statues,All statues are sculptures,Some sculptures are bronzes,NA,2607,Dimatis,1,1,0,0
2_53,2,N1-c-M1,53,0,match,Homonymy,Darii,4,2,All matches are combustible,Some pay-per-view broadcasts are matches,Some pay-per-view broadcasts are combustible,NA,3104,Darii,0,1,0,0
2_54,2,N1-c-M1,54,0,spices,Invalid Filler,Disamis*,4,2,Some spices are dried roots,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,3491,Disamis,0,1,0,0
2_55,2,N1-c-M1,55,0,injuries,Invalid Filler,Disamis*,4,2,Some injuries are sunburns,All broken bones are injuries,Some broken bones are sunburns,NA,2939,Disamis,0,1,0,0
2_56,2,N1-c-M1,56,0,college,Polysemy,Datisi,4,2,All colleges grant degrees,Some colleges are historic buildings,Some historic buildings grant degrees,NA,3758,Datisi,0,1,0,0
3_1,3,N1-c-M1,1,0,book,Polysemy,Disamis,4,2,Some books are doorstops,All books are pieces of intellectual property,Some pieces of intellectual property are doorstops,NA,13419,Disamis,0,1,0,0
3_2,3,N1-c-M1,2,0,mothers,Invalid Filler,Datisi*,4,2,All grandmas are mothers ,Some mothers are teens,Some teens are grandmas,NA,11912,Datisi,0,1,0,0
3_3,3,N1-c-M1,3,1,funerals,Invalid Filler,Dimatis*,4,2,Some family gatherings are funerals,All anonymous burials are funerals,Some anonymous burials are family gatherings,NA,100578,Dimatis,0,0,0,0
3_4,3,N1-c-M1,4,1,peppers,Invalid Filler,Disamis*,4,2,Some peppers are yellow vegetables ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,51159,Disamis,0,0,0,0
3_5,3,N1-c-M1,5,1,ball,Homonymy,Disamis,4,2,Some balls are senior proms,All balls are toys,Some toys are senior proms,NA,5636,Disamis,0,0,0,0
3_6,3,N1-c-M1,6,0,thieves,Invalid Filler,Disamis*,4,2,Some thieves are children,All mob bosses are thieves,Some mob bosses are children,NA,7486,Disamis,0,1,0,0
3_7,3,N1-c-M1,7,1,clowns,Valid Filler,Datisi,4,2,All clowns are entertainers,Some clowns are mimes,Some mimes are entertainers,NA,8461,Datisi,1,1,0,0
3_8,3,N1-c-M1,8,0,stones,Invalid Filler,Dimatis*,4,2,Some paperweights are stones,All boulders are stones,Some boulders are paperweights,NA,55029,Dimatis,0,1,0,0
3_9,3,N1-c-M1,9,1,dinner,Polysemy,Darii,4,2,All dinners happen after four o'clock,Some lasagnas are dinners,Some lasagnas happen after four o'clock,NA,48194,Darii,0,0,0,0
3_10,3,N1-c-M1,10,1,breakfast,Polysemy,Datisi,4,2,All breakfasts are under three hours,Some breakfasts are smoothies,Some smoothies are under three hours,NA,5862,Datisi,0,0,0,0
3_11,3,N1-c-M1,11,1,board,Homonymy,Disamis,4,2,Some boards are governing organizations,All boards are wooden planks,Some wooden planks are governing organizations,NA,9364,Disamis,0,0,0,0
3_12,3,N1-c-M1,12,1,cabinet,Homonymy,Dimatis,4,2,Some shelving units are cabinets,All cabinets are political appointments,Some political appointments are shelving units,NA,10448,Dimatis,0,0,0,0
3_13,3,N1-c-M1,13,0,school,Polysemy,Darii,4,2,All schools have classrooms,Some employers are schools,Some employers have classrooms,NA,9461,Darii,0,1,0,0
3_14,3,N1-c-M1,14,1,lunch,Polysemy,Disamis,4,2,Some lunches are breaks,All lunches are foods,Some foods are breaks,NA,21222,Disamis,0,0,0,0
3_15,3,N1-c-M1,15,1,poets,Valid Filler,Dimatis,4,2,Some teachers are poets,All poets are writers ,Some writers are teachers,NA,5187,Dimatis,1,1,0,0
3_16,3,N1-c-M1,16,1,dolls,Valid Filler,Datisi,4,2,All dolls are man made,Some dolls are toys,Some toys are man made,NA,12747,Datisi,1,1,0,0
3_17,3,N1-c-M1,17,1,bat,Homonymy,Datisi,4,2,All bats are animals,Some bats are sporting goods,Some sporting goods are animals,NA,15676,Datisi,0,0,0,0
3_18,3,N1-c-M1,18,1,ruler,Homonymy,Darii,4,2,All rulers are standard lengths,Some queens are rulers,Some queens are standard lengths,NA,6002,Darii,0,0,0,0
3_19,3,N1-c-M1,19,0,Wave,Homonymy,Disamis,4,2,Some waves are gestures,All waves are liquids,Some liquids are gestures,NA,5890,Disamis,0,1,0,0
3_20,3,N1-c-M1,20,0,trucks,Valid Filler,Disamis,4,2,Some trucks are big rigs,All trucks are vehicles,Some vehicles are big rigs,NA,8198,Disamis,1,0,0,0
3_21,3,N1-c-M1,21,0,sausages,Invalid Filler,Dimatis*,4,2,Some pizza toppings are sausages,All chili dogs are sausages,Some chili dogs are pizza toppings,NA,8190,Dimatis,0,1,0,0
3_22,3,N1-c-M1,22,1,picnic,Polysemy,Dimatis,4,2,Some summertime activities are picnics,All picnics are prepared foods,Some prepared foods are summertime activities,NA,9836,Dimatis,0,0,0,0
3_23,3,N1-c-M1,23,1,doughnuts,Valid Filler,Datisi,4,2,All doughnuts are sugary ,Some doughnuts are treats,Some treats are sugary,NA,7556,Datisi,1,1,0,0
3_24,3,N1-c-M1,24,1,suitcases,Valid Filler,Disamis,4,2,Some suitcases are bags,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,7416,Disamis,1,1,0,0
3_25,3,N1-c-M1,25,0,toilets,Invalid Filler,Darii*,4,2,All urinals are toilets,Some seats are toilets,Some seats are urinals,NA,8099,Darii,0,1,0,0
3_26,3,N1-c-M1,26,1,company,Polysemy,Disamis,4,2,Some companies are in city centers,All companies are hierarchies,Some hierarchies are in city centers,NA,9413,Disamis,0,0,0,0
3_27,3,N1-c-M1,27,1,letter,Polysemy,Dimatis,4,2,Some papers are letters,All letters are communications,Some communications are papers,NA,7869,Dimatis,0,0,0,0
3_28,3,N1-c-M1,28,1,liars,Valid Filler,Disamis,4,2,Some liars are criminals,All liars are humans,Some humans are criminals ,NA,6533,Disamis,1,1,0,0
3_29,3,N1-c-M1,29,1,change,Homonymy,Datisi,4,2,All change is money,Some change is transformation,Some transformation is money,NA,7907,Datisi,0,0,0,0
3_30,3,N1-c-M1,30,1,antiques,Invalid Filler,Datisi*,4,2,All medieval manuscripts are antiques ,Some antiques are pieces of jewelry,Some pieces of jewelry are medieval manuscripts,NA,34608,Datisi,0,0,0,0
3_31,3,N1-c-M1,31,0,ponies,Valid Filler,Dimatis,4,2,Some thoroughbreds are ponies,All ponies are neighing animals,Some neighing animals are thoroughbreds,NA,7936,Dimatis,1,0,0,0
3_32,3,N1-c-M1,32,0,actors,Invalid Filler,Dimatis*,4,2,Some women are actors,All male leads are actors,Some male leads are women,NA,20823,Dimatis,0,1,0,0
3_33,3,N1-c-M1,33,1,grapes,Valid Filler,Darii,4,2,All grapes are fruits ,Some snacks are grapes,Some snacks are fruits,NA,6225,Darii,1,1,0,0
3_34,3,N1-c-M1,34,0,shapes,Invalid Filler,Darii*,4,2,All cylinders are shapes,Some road signs are shapes,Some road signs are cylinders,NA,11481,Darii,0,1,0,0
3_35,3,N1-c-M1,35,1,burgers,Valid Filler,Darii,4,2,All burgers have protein,Some entrées are burgers,Some entrées have protein,NA,7668,Darii,1,1,0,0
3_36,3,N1-c-M1,36,1,widows,Valid Filler,Disamis,4,2,Some widows are parents,All widows are women,Some women are parents,NA,5116,Disamis,1,1,0,0
3_37,3,N1-c-M1,37,0,star,Homonymy,Dimatis,4,2,Some celestial objects are stars,All stars are famous people,Some famous people are celestial objects,NA,7246,Dimatis,0,1,0,0
3_38,3,N1-c-M1,38,0,steaks,Invalid Filler,Darii*,4,2,All rotten ribeyes are steaks,Some delicious meals are steaks,Some delicoius meals are rotten ribeyes,NA,6965,Darii,0,1,0,0
3_39,3,N1-c-M1,39,1,swords,Valid Filler,Darii,4,2,All swords are weapons,Some sharp objects are swords,Some sharp objects are weapons,NA,5960,Darii,1,1,0,0
3_40,3,N1-c-M1,40,1,mugs,Valid Filler,Dimatis,4,2,Some ceramics are mugs,All mugs are cups ,Some cups are ceramics,NA,4145,Dimatis,1,1,0,0
3_41,3,N1-c-M1,41,1,magazines,Polysemy,Darii,4,2,All magazines are recyclable,Some media corporations are magazines,Some media corporations are recyclable,NA,6663,Darii,0,0,0,0
3_42,3,N1-c-M1,42,0,rifles,Valid Filler,Darii,4,2,All rifles are guns,Some safety hazards are rifles,Some safety hazards are guns,NA,7968,Darii,1,0,0,0
3_43,3,N1-c-M1,43,1,rock,Homonymy,Dimatis,4,2,Some marble is rock,All rock is music,Some music is marble,NA,5430,Dimatis,0,0,0,0
