SubjTrial,SubjectID,ExpNum,ItemNum,Response,MiddleTerm1,MiddleTerm2,relationtype,TrialType,Syllogism,ListNum,OrderNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
9_9,9,M3-prime,9,0,toilets,toilets,*,Invalid Filler,Disamis*,1,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,26688,Disamis,0,1,0,0
9_10,9,M3-prime,10,1,sock,shoe,category,Related,Datisi,1,2,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,28328,Datisi,0,0,0,0
9_11,9,M3-prime,11,0,microscope,mob,*,Unrelated,Dimatis,1,2,Some scientific instruments are microscopes,All mobs are criminal organizations,Some criminal organizations are scientific instruments,NA,36895,Dimatis,0,1,0,0
9_12,9,M3-prime,12,1,knight,armor,script,Related,Datisi,1,2,All knights are brave,Some armors are decorations,Some decorations are brave,NA,25614,Datisi,0,0,0,0
9_13,9,M3-prime,13,0,sack,clam,*,Unrelated,Dimatis,1,2,Some bags are sacks ,All clams are sea creatures,Some sea creatures are bags,NA,28443,Dimatis,0,1,0,0
9_14,9,M3-prime,14,1,clowns,clowns,*,Valid Filler,Darii,1,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,34589,Darii,1,1,0,0
9_15,9,M3-prime,15,1,widows,widows,*,Valid Filler,Dimatis,1,2,Some parents are widows ,All widows are women,Some women are parents,NA,15194,Dimatis,1,1,0,0
9_16,9,M3-prime,16,0,lion,religion,*,Unrelated,Datisi,1,2,All lions are felines,Some religions are cults,Some cults are felines,NA,55719,Datisi,0,1,0,0
9_17,9,M3-prime,17,1,liars,liars,*,Valid Filler,Dimatis,1,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,15709,Dimatis,1,1,0,0
9_18,9,M3-prime,18,1,trucks,trucks,*,Valid Filler,Dimatis,1,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,12142,Dimatis,1,1,0,0
9_19,9,M3-prime,19,0,funerals,funerals,*,Invalid Filler,Datisi*,1,2,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,34201,Datisi,0,1,0,0
9_20,9,M3-prime,20,1,mugs,mugs,*,Valid Filler,Datisi,1,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,20465,Datisi,1,1,0,0
9_21,9,M3-prime,21,0,injuries,injuries,*,Invalid Filler,Dimatis*,1,2,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,28328,Dimatis,0,1,0,0
9_22,9,M3-prime,22,0,stones,stones,*,Invalid Filler,Datisi*,1,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,20669,Datisi,0,1,0,0
9_23,9,M3-prime,23,0,pepperoni,alcohol,*,Unrelated,Disamis,1,2,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,24559,Disamis,0,1,0,0
9_24,9,M3-prime,24,0,cloak,dagger,script,Related,Disamis,1,2,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,21136,Disamis,0,1,0,0
9_25,9,M3-prime,25,0,antiques,antiques,*,Invalid Filler,Darii*,1,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,32820,Darii,0,1,0,0
9_26,9,M3-prime,26,0,journal,hamburger,*,Unrelated,Darii,1,2,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,24188,Darii,0,1,0,0
9_27,9,M3-prime,27,1,ponies,ponies,*,Valid Filler,Datisi,1,2,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,22111,Datisi,1,1,0,0
9_28,9,M3-prime,28,0,actors,actors,*,Invalid Filler,Datisi*,1,2,All male leads are actors,Some actors are women,Some women are male leads,NA,19356,Datisi,0,1,0,0
9_29,9,M3-prime,29,0,beans,rice,category,Related,Darii,1,2,All beans are legumes,Some grains are rice,Some grains are legumes,NA,15758,Darii,0,1,0,0
9_30,9,M3-prime,30,0,surgery,hall,*,Unrelated,Dimatis,1,2,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,23905,Dimatis,0,1,0,0
9_31,9,M3-prime,31,0,blackboard,chalk,instrument,Related,Dimatis,1,2,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,25030,Dimatis,0,1,0,0
9_32,9,M3-prime,32,0,spices,spices,*,Invalid Filler,Dimatis*,1,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,26149,Dimatis,0,1,0,0
9_33,9,M3-prime,33,1,poets,poets,*,Valid Filler,Datisi,1,2,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,8356,Datisi,1,1,0,0
9_34,9,M3-prime,34,0,official,cereal,*,Unrelated,Disamis,1,2,Some officials are democratically elected,All cereals are grains,Some grains are democratically elected,NA,27701,Disamis,0,1,0,0
9_35,9,M3-prime,35,1,tortoise,syrup,*,Unrelated,Darii,1,2,All tortoises are animals,Some ice cream toppings are syrups,Some ice cream toppings are animals,NA,24121,Darii,0,0,0,0
9_36,9,M3-prime,36,0,jaw ,mouth,category,Related,Disamis,1,2,Some jaws are bones,All mouths are holes,Some holes are bones,NA,23650,Disamis,0,1,0,0
9_37,9,M3-prime,37,1,suitcases,suitcases,*,Valid Filler,Dimatis,1,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,28766,Dimatis,1,1,0,0
9_38,9,M3-prime,38,1,thieves,thieves,*,Invalid Filler,Dimatis*,1,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,31174,Dimatis,0,0,0,0
9_39,9,M3-prime,39,1,statues,statues,*,Valid Filler,Datisi,1,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,20378,Datisi,1,1,0,0
9_40,9,M3-prime,40,0,ambulance,emergency,script,Related,Darii,1,2,All ambulances are vehicles,Some wildfires are emergencies,Some wildfires are vehicles,NA,21031,Darii,0,1,0,0
9_41,9,M3-prime,41,1,burgers,burgers,*,Valid Filler,Disamis,1,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,20860,Disamis,1,1,0,0
9_42,9,M3-prime,42,0,mammal,weekend,*,Unrelated,Datisi,1,2,All mammals are warm blooded,Some weekends are holidays,Some holidays are warm blooded,NA,21718,Datisi,0,1,0,0
9_43,9,M3-prime,43,1,singers,singers,*,Valid Filler,Darii,1,2,All singers are vocalists ,Some guitarists are singers,Some guitarists are vocalists,NA,22129,Darii,1,1,0,0
9_44,9,M3-prime,44,0,noun,verb,category,Related,Disamis,1,2,Some nouns are proper names,All verbs are actions,Some actions are proper names,NA,24141,Disamis,0,1,0,0
9_45,9,M3-prime,45,0,dresses,dresses,*,Invalid Filler,Darii*,1,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,26316,Darii,0,1,0,0
9_46,9,M3-prime,46,1,grapes,grapes,*,Valid Filler,Disamis,1,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,15544,Disamis,1,1,0,0
9_47,9,M3-prime,47,0,steaks,steaks,*,Invalid Filler,Disamis*,1,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,23719,Disamis,0,1,0,0
9_48,9,M3-prime,48,0,thunder,lightning,category,Related,Dimatis,1,2,Some rumbling is thunder,All lightning is bright light,Some bright light is rumbling,NA,23589,Dimatis,0,1,0,0
9_49,9,M3-prime,49,1,gang,feet,*,Unrelated,Disamis,1,2,Some gangs commit crimes,All feet are body parts,Some body parts commit crimes,NA,9036,Disamis,0,0,0,0
9_50,9,M3-prime,50,0,throne ,king,script,Related,Dimatis,1,2,Some seats are thrones,All kings are rulers,Some rulers are seats,NA,15641,Dimatis,0,1,0,0
9_51,9,M3-prime,51,0,dances,dances,*,Invalid Filler,Darii*,1,2,All ballets are dances ,Some mating rituals are dances ,Some mating rituals are ballets,NA,23701,Darii,0,1,0,0
9_52,9,M3-prime,52,0,colors,colors,*,Invalid Filler,Disamis*,1,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,22483,Disamis,0,1,0,0
9_53,9,M3-prime,53,1,dolls,dolls,*,Valid Filler,Darii,1,2,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,10328,Darii,1,1,0,0
9_54,9,M3-prime,54,1,waist,hip,category,Related,Darii,1,2,All waists fit in pants,Some bones are hips,Some bones fit in pants,NA,19039,Darii,0,0,0,0
9_55,9,M3-prime,55,0,shapes,shapes,*,Invalid Filler,Disamis*,1,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,18973,Disamis,0,1,0,0
9_56,9,M3-prime,56,1,doughnuts,doughnuts,*,Valid Filler,Darii,1,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,18302,Darii,1,1,0,0
10_1,10,M3-prime,1,1,thunder,lightning,category,Related,Dimatis,1,1,Some rumbling is thunder,All lightning is bright light,Some bright light is rumbling,NA,34777,Dimatis,0,0,1,1
10_2,10,M3-prime,2,1,sock,shoe,category,Related,Datisi,1,1,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,19087,Datisi,0,0,1,1
10_3,10,M3-prime,3,1,shapes,shapes,*,Invalid Filler,Disamis*,1,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,24580,Disamis,0,0,1,1
10_4,10,M3-prime,4,1,widows,widows,*,Valid Filler,Dimatis,1,1,Some parents are widows ,All widows are women,Some women are parents,NA,20412,Dimatis,1,1,1,1
10_5,10,M3-prime,5,0,sack,clam,*,Unrelated,Dimatis,1,1,Some bags are sacks ,All clams are sea creatures,Some sea creatures are bags,NA,25594,Dimatis,0,1,1,1
10_6,10,M3-prime,6,0,throne ,king,script,Related,Dimatis,1,1,Some seats are thrones,All kings are rulers,Some rulers are seats,NA,17706,Dimatis,0,1,1,1
10_7,10,M3-prime,7,1,toilets,toilets,*,Invalid Filler,Disamis*,1,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,13609,Disamis,0,0,1,1
10_8,10,M3-prime,8,1,suitcases,suitcases,*,Valid Filler,Dimatis,1,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,22357,Dimatis,1,1,1,1
10_9,10,M3-prime,9,1,singers,singers,*,Valid Filler,Darii,1,1,All singers are vocalists ,Some guitarists are singers,Some guitarists are vocalists,NA,13926,Darii,1,1,1,1
10_10,10,M3-prime,10,1,grapes,grapes,*,Valid Filler,Disamis,1,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,14552,Disamis,1,1,1,1
10_11,10,M3-prime,11,0,rabbi,toothbrush,*,Unrelated,Darii,1,1,All rabbis are Jewish,Some toiletries are toothbrushes,Some toiletries are Jewish,NA,25912,Darii,0,1,1,1
10_12,10,M3-prime,12,0,microscope,mob,*,Unrelated,Dimatis,1,1,Some scientific instruments are microscopes,All mobs are criminal organizations,Some criminal organizations are scientific instruments,NA,12513,Dimatis,0,1,1,1
10_13,10,M3-prime,13,1,clowns,clowns,*,Valid Filler,Darii,1,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,15742,Darii,1,1,1,1
10_14,10,M3-prime,14,1,rifles,rifles,*,Valid Filler,Disamis,1,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,17900,Disamis,1,1,1,1
10_15,10,M3-prime,15,0,knight,armor,script,Related,Datisi,1,1,All knights are brave,Some armors are decorations,Some decorations are brave,NA,15262,Datisi,0,1,1,1
10_16,10,M3-prime,16,1,doughnuts,doughnuts,*,Valid Filler,Darii,1,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,14942,Darii,1,1,1,1
10_17,10,M3-prime,17,1,trucks,trucks,*,Valid Filler,Dimatis,1,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,13994,Dimatis,1,1,1,1
10_18,10,M3-prime,18,1,poets,poets,*,Valid Filler,Datisi,1,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,19698,Datisi,1,1,1,1
10_19,10,M3-prime,19,0,jaw ,mouth,category,Related,Disamis,1,1,Some jaws are bones,All mouths are holes,Some holes are bones,NA,14917,Disamis,0,1,1,1
10_20,10,M3-prime,20,0,spider,soda,*,Unrelated,Datisi,1,1,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,10476,Datisi,0,1,1,1
10_21,10,M3-prime,21,1,steaks,steaks,*,Invalid Filler,Disamis*,1,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,32303,Disamis,0,0,1,1
10_22,10,M3-prime,22,1,injuries,injuries,*,Invalid Filler,Dimatis*,1,1,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,12991,Dimatis,0,0,1,1
10_23,10,M3-prime,23,1,beans,rice,category,Related,Darii,1,1,All beans are legumes,Some grains are rice,Some grains are legumes,NA,24990,Darii,0,0,1,1
10_24,10,M3-prime,24,0,compass,direction,instrument,Related,Datisi,1,1,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,19938,Datisi,0,1,1,1
10_25,10,M3-prime,25,1,mothers,mothers,*,Invalid Filler,Darii*,1,1,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,24077,Darii,0,0,1,1
10_26,10,M3-prime,26,1,noun,verb,category,Related,Disamis,1,1,Some nouns are proper names,All verbs are actions,Some actions are proper names,NA,36400,Disamis,0,0,1,1
10_27,10,M3-prime,27,0,lion,religion,*,Unrelated,Datisi,1,1,All lions are felines,Some religions are cults,Some cults are felines,NA,16373,Datisi,0,1,1,1
10_28,10,M3-prime,28,0,blackboard,chalk,instrument,Related,Dimatis,1,1,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,38570,Dimatis,0,1,1,1
10_29,10,M3-prime,29,0,pepperoni,alcohol,*,Unrelated,Disamis,1,1,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,35050,Disamis,0,1,1,1
10_30,10,M3-prime,30,1,gang,feet,*,Unrelated,Disamis,1,1,Some gangs commit crimes,All feet are body parts,Some body parts commit crimes,NA,49046,Disamis,0,0,1,1
10_31,10,M3-prime,31,1,dresses,dresses,*,Invalid Filler,Darii*,1,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,21675,Darii,0,0,1,1
10_32,10,M3-prime,32,1,colors,colors,*,Invalid Filler,Disamis*,1,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,27235,Disamis,0,0,1,1
10_33,10,M3-prime,33,0,official,cereal,*,Unrelated,Disamis,1,1,Some officials are democratically elected,All cereals are grains,Some grains are democratically elected,NA,24790,Disamis,0,1,1,1
10_34,10,M3-prime,34,1,ponies,ponies,*,Valid Filler,Datisi,1,1,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,16578,Datisi,1,1,1,1
10_35,10,M3-prime,35,1,antiques,antiques,*,Invalid Filler,Darii*,1,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,15120,Darii,0,0,1,1
10_36,10,M3-prime,36,1,swords,swords,*,Valid Filler,Disamis,1,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,50980,Disamis,1,1,1,1
10_37,10,M3-prime,37,0,cloak,dagger,script,Related,Disamis,1,1,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,20159,Disamis,0,1,1,1
10_38,10,M3-prime,38,1,statues,statues,*,Valid Filler,Datisi,1,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,16211,Datisi,1,1,1,1
10_39,10,M3-prime,39,1,dances,dances,*,Invalid Filler,Darii*,1,1,All ballets are dances ,Some mating rituals are dances ,Some mating rituals are ballets,NA,12876,Darii,0,0,1,1
10_40,10,M3-prime,40,1,stones,stones,*,Invalid Filler,Datisi*,1,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,33886,Datisi,0,0,1,1
10_41,10,M3-prime,41,0,mammal,weekend,*,Unrelated,Datisi,1,1,All mammals are warm blooded,Some weekends are holidays,Some holidays are warm blooded,NA,13357,Datisi,0,1,1,1
10_42,10,M3-prime,42,0,surgery,hall,*,Unrelated,Dimatis,1,1,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,14430,Dimatis,0,1,1,1
10_43,10,M3-prime,43,1,spices,spices,*,Invalid Filler,Dimatis*,1,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,17702,Dimatis,0,0,1,1
10_44,10,M3-prime,44,1,mugs,mugs,*,Valid Filler,Datisi,1,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,10646,Datisi,1,1,1,1
10_45,10,M3-prime,45,1,peppers,peppers,*,Invalid Filler,Dimatis*,1,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,26991,Dimatis,0,0,1,1
10_46,10,M3-prime,46,1,sausages,sausages,*,Invalid Filler,Datisi*,1,1,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,12988,Datisi,0,0,1,1
10_47,10,M3-prime,47,0,waist,hip,category,Related,Darii,1,1,All waists fit in pants,Some bones are hips,Some bones fit in pants,NA,26990,Darii,0,1,1,1
10_48,10,M3-prime,48,1,dolls,dolls,*,Valid Filler,Darii,1,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,10545,Darii,1,1,1,1
10_49,10,M3-prime,49,1,liars,liars,*,Valid Filler,Dimatis,1,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,15767,Dimatis,1,1,1,1
10_50,10,M3-prime,50,1,actors,actors,*,Invalid Filler,Datisi*,1,1,All male leads are actors,Some actors are women,Some women are male leads,NA,17118,Datisi,0,0,1,1
10_51,10,M3-prime,51,1,funerals,funerals,*,Invalid Filler,Datisi*,1,1,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,38500,Datisi,0,0,1,1
10_52,10,M3-prime,52,1,thieves,thieves,*,Invalid Filler,Dimatis*,1,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,51443,Dimatis,0,0,1,1
10_53,10,M3-prime,53,0,journal,hamburger,*,Unrelated,Darii,1,1,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,18327,Darii,0,1,1,1
10_54,10,M3-prime,54,1,burgers,burgers,*,Valid Filler,Disamis,1,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,11991,Disamis,1,1,1,1
10_55,10,M3-prime,55,0,tortoise,syrup,*,Unrelated,Darii,1,1,All tortoises are animals,Some ice cream toppings are syrups,Some ice cream toppings are animals,NA,11127,Darii,0,1,1,1
10_56,10,M3-prime,56,0,ambulance,emergency,script,Related,Darii,1,1,All ambulances are vehicles,Some wildfires are emergencies,Some wildfires are vehicles,NA,12027,Darii,0,1,1,1
11_1,11,M3-prime,1,0,spider,soda,*,Unrelated,Datisi,1,2,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,13231,Datisi,0,1,0,0
11_2,11,M3-prime,2,1,swords,swords,*,Valid Filler,Disamis,1,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,23707,Disamis,1,1,0,0
11_3,11,M3-prime,3,1,sausages,sausages,*,Invalid Filler,Datisi*,1,2,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,11648,Datisi,0,0,0,0
11_4,11,M3-prime,4,0,mothers,mothers,*,Invalid Filler,Darii*,1,2,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,11217,Darii,0,1,0,0
11_5,11,M3-prime,5,1,rifles,rifles,*,Valid Filler,Disamis,1,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,9775,Disamis,1,1,0,0
11_6,11,M3-prime,6,0,rabbi,toothbrush,*,Unrelated,Darii,1,2,All rabbis are Jewish,Some toiletries are toothbrushes,Some toiletries are Jewish,NA,11521,Darii,0,1,0,0
11_7,11,M3-prime,7,1,peppers,peppers,*,Invalid Filler,Dimatis*,1,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,11230,Dimatis,0,0,0,0
11_8,11,M3-prime,8,0,compass,direction,instrument,Related,Datisi,1,2,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,11404,Datisi,0,1,0,0
11_9,11,M3-prime,9,0,toilets,toilets,*,Invalid Filler,Disamis*,1,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,22834,Disamis,0,1,0,0
11_10,11,M3-prime,10,0,sock,shoe,category,Related,Datisi,1,2,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,11766,Datisi,0,1,0,0
11_11,11,M3-prime,11,0,microscope,mob,*,Unrelated,Dimatis,1,2,Some scientific instruments are microscopes,All mobs are criminal organizations,Some criminal organizations are scientific instruments,NA,14537,Dimatis,0,1,0,0
11_12,11,M3-prime,12,0,knight,armor,script,Related,Datisi,1,2,All knights are brave,Some armors are decorations,Some decorations are brave,NA,10434,Datisi,0,1,0,0
11_13,11,M3-prime,13,0,sack,clam,*,Unrelated,Dimatis,1,2,Some bags are sacks ,All clams are sea creatures,Some sea creatures are bags,NA,12500,Dimatis,0,1,0,0
11_14,11,M3-prime,14,1,clowns,clowns,*,Valid Filler,Darii,1,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,10281,Darii,1,1,0,0
11_15,11,M3-prime,15,1,widows,widows,*,Valid Filler,Dimatis,1,2,Some parents are widows ,All widows are women,Some women are parents,NA,10344,Dimatis,1,1,0,0
11_16,11,M3-prime,16,0,lion,religion,*,Unrelated,Datisi,1,2,All lions are felines,Some religions are cults,Some cults are felines,NA,13126,Datisi,0,1,0,0
11_17,11,M3-prime,17,1,liars,liars,*,Valid Filler,Dimatis,1,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,11454,Dimatis,1,1,0,0
11_18,11,M3-prime,18,1,trucks,trucks,*,Valid Filler,Dimatis,1,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,11147,Dimatis,1,1,0,0
11_19,11,M3-prime,19,0,funerals,funerals,*,Invalid Filler,Datisi*,1,2,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,27544,Datisi,0,1,0,0
11_20,11,M3-prime,20,1,mugs,mugs,*,Valid Filler,Datisi,1,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,10358,Datisi,1,1,0,0
11_21,11,M3-prime,21,0,injuries,injuries,*,Invalid Filler,Dimatis*,1,2,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,9849,Dimatis,0,1,0,0
11_22,11,M3-prime,22,0,stones,stones,*,Invalid Filler,Datisi*,1,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,9518,Datisi,0,1,0,0
11_23,11,M3-prime,23,0,pepperoni,alcohol,*,Unrelated,Disamis,1,2,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,11195,Disamis,0,1,0,0
11_24,11,M3-prime,24,0,cloak,dagger,script,Related,Disamis,1,2,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,8794,Disamis,0,1,0,0
11_25,11,M3-prime,25,0,antiques,antiques,*,Invalid Filler,Darii*,1,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,18572,Darii,0,1,0,0
11_26,11,M3-prime,26,0,journal,hamburger,*,Unrelated,Darii,1,2,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,12210,Darii,0,1,0,0
11_27,11,M3-prime,27,1,ponies,ponies,*,Valid Filler,Datisi,1,2,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,14351,Datisi,1,1,0,0
11_28,11,M3-prime,28,0,actors,actors,*,Invalid Filler,Datisi*,1,2,All male leads are actors,Some actors are women,Some women are male leads,NA,14546,Datisi,0,1,0,0
11_29,11,M3-prime,29,0,beans,rice,category,Related,Darii,1,2,All beans are legumes,Some grains are rice,Some grains are legumes,NA,14748,Darii,0,1,0,0
11_30,11,M3-prime,30,0,surgery,hall,*,Unrelated,Dimatis,1,2,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,12028,Dimatis,0,1,0,0
11_31,11,M3-prime,31,0,blackboard,chalk,instrument,Related,Dimatis,1,2,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,15794,Dimatis,0,1,0,0
11_32,11,M3-prime,32,0,spices,spices,*,Invalid Filler,Dimatis*,1,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,23153,Dimatis,0,1,0,0
11_33,11,M3-prime,33,1,poets,poets,*,Valid Filler,Datisi,1,2,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,14715,Datisi,1,1,0,0
11_34,11,M3-prime,34,0,official,cereal,*,Unrelated,Disamis,1,2,Some officials are democratically elected,All cereals are grains,Some grains are democratically elected,NA,12083,Disamis,0,1,0,0
11_35,11,M3-prime,35,0,tortoise,syrup,*,Unrelated,Darii,1,2,All tortoises are animals,Some ice cream toppings are syrups,Some ice cream toppings are animals,NA,11707,Darii,0,1,0,0
11_36,11,M3-prime,36,0,jaw ,mouth,category,Related,Disamis,1,2,Some jaws are bones,All mouths are holes,Some holes are bones,NA,11037,Disamis,0,1,0,0
11_37,11,M3-prime,37,1,suitcases,suitcases,*,Valid Filler,Dimatis,1,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,21845,Dimatis,1,1,0,0
11_38,11,M3-prime,38,0,thieves,thieves,*,Invalid Filler,Dimatis*,1,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,9760,Dimatis,0,1,0,0
11_39,11,M3-prime,39,0,statues,statues,*,Valid Filler,Datisi,1,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,10795,Datisi,1,0,0,0
11_40,11,M3-prime,40,0,ambulance,emergency,script,Related,Darii,1,2,All ambulances are vehicles,Some wildfires are emergencies,Some wildfires are vehicles,NA,11235,Darii,0,1,0,0
11_41,11,M3-prime,41,0,burgers,burgers,*,Valid Filler,Disamis,1,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,25721,Disamis,1,0,0,0
11_42,11,M3-prime,42,0,mammal,weekend,*,Unrelated,Datisi,1,2,All mammals are warm blooded,Some weekends are holidays,Some holidays are warm blooded,NA,9590,Datisi,0,1,0,0
11_43,11,M3-prime,43,0,singers,singers,*,Valid Filler,Darii,1,2,All singers are vocalists ,Some guitarists are singers,Some guitarists are vocalists,NA,12243,Darii,1,0,0,0
11_44,11,M3-prime,44,0,noun,verb,category,Related,Disamis,1,2,Some nouns are proper names,All verbs are actions,Some actions are proper names,NA,14659,Disamis,0,1,0,0
11_45,11,M3-prime,45,0,dresses,dresses,*,Invalid Filler,Darii*,1,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,16042,Darii,0,1,0,0
11_46,11,M3-prime,46,1,grapes,grapes,*,Valid Filler,Disamis,1,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,8953,Disamis,1,1,0,0
11_47,11,M3-prime,47,1,steaks,steaks,*,Invalid Filler,Disamis*,1,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,14889,Disamis,0,0,0,0
