SubjTrial,SubjectID,ExpNum,ItemNum,Response,MiddleTerm1,MiddleTerm2,relationtype,TrialType,Syllogism,ListNum,OrderNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
34_28,34,M3-prime,28,1,actors,actors,*,Invalid Filler,Datisi*,1,2,All male leads are actors,Some actors are women,Some women are male leads,NA,15640,Datisi,0,0,1,1
34_29,34,M3-prime,29,0,beans,rice,category,Related,Darii,1,2,All beans are legumes,Some grains are rice,Some grains are legumes,NA,17801,Darii,0,1,1,1
34_30,34,M3-prime,30,0,surgery,hall,*,Unrelated,Dimatis,1,2,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,14698,Dimatis,0,1,1,1
34_31,34,M3-prime,31,0,blackboard,chalk,instrument,Related,Dimatis,1,2,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,18201,Dimatis,0,1,1,1
34_32,34,M3-prime,32,1,spices,spices,*,Invalid Filler,Dimatis*,1,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,12882,Dimatis,0,0,1,1
34_33,34,M3-prime,33,1,poets,poets,*,Valid Filler,Datisi,1,2,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,11285,Datisi,1,1,1,1
34_34,34,M3-prime,34,0,official,cereal,*,Unrelated,Disamis,1,2,Some officials are democratically elected,All cereals are grains,Some grains are democratically elected,NA,15198,Disamis,0,1,1,1
34_35,34,M3-prime,35,0,tortoise,syrup,*,Unrelated,Darii,1,2,All tortoises are animals,Some ice cream toppings are syrups,Some ice cream toppings are animals,NA,13618,Darii,0,1,1,1
34_36,34,M3-prime,36,0,jaw ,mouth,category,Related,Disamis,1,2,Some jaws are bones,All mouths are holes,Some holes are bones,NA,19713,Disamis,0,1,1,1
34_37,34,M3-prime,37,1,suitcases,suitcases,*,Valid Filler,Dimatis,1,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,17146,Dimatis,1,1,1,1
34_38,34,M3-prime,38,1,thieves,thieves,*,Invalid Filler,Dimatis*,1,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,14577,Dimatis,0,0,1,1
34_39,34,M3-prime,39,1,statues,statues,*,Valid Filler,Datisi,1,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,14263,Datisi,1,1,1,1
34_40,34,M3-prime,40,1,ambulance,emergency,script,Related,Darii,1,2,All ambulances are vehicles,Some wildfires are emergencies,Some wildfires are vehicles,NA,13889,Darii,0,0,1,1
34_41,34,M3-prime,41,1,burgers,burgers,*,Valid Filler,Disamis,1,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,24681,Disamis,1,1,1,1
34_42,34,M3-prime,42,0,mammal,weekend,*,Unrelated,Datisi,1,2,All mammals are warm blooded,Some weekends are holidays,Some holidays are warm blooded,NA,13060,Datisi,0,1,1,1
34_43,34,M3-prime,43,1,singers,singers,*,Valid Filler,Darii,1,2,All singers are vocalists ,Some guitarists are singers,Some guitarists are vocalists,NA,10139,Darii,1,1,1,1
34_44,34,M3-prime,44,0,noun,verb,category,Related,Disamis,1,2,Some nouns are proper names,All verbs are actions,Some actions are proper names,NA,13733,Disamis,0,1,1,1
34_45,34,M3-prime,45,1,dresses,dresses,*,Invalid Filler,Darii*,1,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,21268,Darii,0,0,1,1
34_46,34,M3-prime,46,1,grapes,grapes,*,Valid Filler,Disamis,1,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,15175,Disamis,1,1,1,1
34_47,34,M3-prime,47,1,steaks,steaks,*,Invalid Filler,Disamis*,1,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,11330,Disamis,0,0,1,1
34_48,34,M3-prime,48,1,thunder,lightning,category,Related,Dimatis,1,2,Some rumbling is thunder,All lightning is bright light,Some bright light is rumbling,NA,20494,Dimatis,0,0,1,1
34_49,34,M3-prime,49,0,gang,feet,*,Unrelated,Disamis,1,2,Some gangs commit crimes,All feet are body parts,Some body parts commit crimes,NA,17064,Disamis,0,1,1,1
34_50,34,M3-prime,50,1,throne ,king,script,Related,Dimatis,1,2,Some seats are thrones,All kings are rulers,Some rulers are seats,NA,16447,Dimatis,0,0,1,1
34_51,34,M3-prime,51,1,dances,dances,*,Invalid Filler,Darii*,1,2,All ballets are dances ,Some mating rituals are dances ,Some mating rituals are ballets,NA,11754,Darii,0,0,1,1
34_52,34,M3-prime,52,1,colors,colors,*,Invalid Filler,Disamis*,1,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,17186,Disamis,0,0,1,1
34_53,34,M3-prime,53,1,dolls,dolls,*,Valid Filler,Darii,1,2,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,18996,Darii,1,1,1,1
34_54,34,M3-prime,54,0,waist,hip,category,Related,Darii,1,2,All waists fit in pants,Some bones are hips,Some bones fit in pants,NA,23528,Darii,0,1,1,1
34_55,34,M3-prime,55,1,shapes,shapes,*,Invalid Filler,Disamis*,1,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,13070,Disamis,0,0,1,1
34_56,34,M3-prime,56,1,doughnuts,doughnuts,*,Valid Filler,Darii,1,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,23520,Darii,1,1,1,1
35_1,35,M3-prime,1,0,thunder,lightning,category,Related,Dimatis,1,1,Some rumbling is thunder,All lightning is bright light,Some bright light is rumbling,NA,13314,Dimatis,0,1,0,0
35_2,35,M3-prime,2,0,sock,shoe,category,Related,Datisi,1,1,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,13058,Datisi,0,1,0,0
35_3,35,M3-prime,3,0,shapes,shapes,*,Invalid Filler,Disamis*,1,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,11014,Disamis,0,1,0,0
35_4,35,M3-prime,4,0,widows,widows,*,Valid Filler,Dimatis,1,1,Some parents are widows ,All widows are women,Some women are parents,NA,13968,Dimatis,1,0,0,0
35_5,35,M3-prime,5,0,sack,clam,*,Unrelated,Dimatis,1,1,Some bags are sacks ,All clams are sea creatures,Some sea creatures are bags,NA,7003,Dimatis,0,1,0,0
35_6,35,M3-prime,6,0,throne ,king,script,Related,Dimatis,1,1,Some seats are thrones,All kings are rulers,Some rulers are seats,NA,7439,Dimatis,0,1,0,0
35_7,35,M3-prime,7,0,toilets,toilets,*,Invalid Filler,Disamis*,1,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,13004,Disamis,0,1,0,0
35_8,35,M3-prime,8,1,suitcases,suitcases,*,Valid Filler,Dimatis,1,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,9572,Dimatis,1,1,0,0
35_9,35,M3-prime,9,0,singers,singers,*,Valid Filler,Darii,1,1,All singers are vocalists ,Some guitarists are singers,Some guitarists are vocalists,NA,13708,Darii,1,0,0,0
35_10,35,M3-prime,10,1,grapes,grapes,*,Valid Filler,Disamis,1,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,15456,Disamis,1,1,0,0
35_11,35,M3-prime,11,0,rabbi,toothbrush,*,Unrelated,Darii,1,1,All rabbis are Jewish,Some toiletries are toothbrushes,Some toiletries are Jewish,NA,8571,Darii,0,1,0,0
35_12,35,M3-prime,12,0,microscope,mob,*,Unrelated,Dimatis,1,1,Some scientific instruments are microscopes,All mobs are criminal organizations,Some criminal organizations are scientific instruments,NA,11301,Dimatis,0,1,0,0
35_13,35,M3-prime,13,1,clowns,clowns,*,Valid Filler,Darii,1,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,12494,Darii,1,1,0,0
35_14,35,M3-prime,14,1,rifles,rifles,*,Valid Filler,Disamis,1,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,13057,Disamis,1,1,0,0
35_15,35,M3-prime,15,0,knight,armor,script,Related,Datisi,1,1,All knights are brave,Some armors are decorations,Some decorations are brave,NA,7138,Datisi,0,1,0,0
35_16,35,M3-prime,16,1,doughnuts,doughnuts,*,Valid Filler,Darii,1,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,14842,Darii,1,1,0,0
35_17,35,M3-prime,17,1,trucks,trucks,*,Valid Filler,Dimatis,1,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,10659,Dimatis,1,1,0,0
35_18,35,M3-prime,18,0,poets,poets,*,Valid Filler,Datisi,1,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,18042,Datisi,1,0,0,0
35_19,35,M3-prime,19,0,jaw ,mouth,category,Related,Disamis,1,1,Some jaws are bones,All mouths are holes,Some holes are bones,NA,8834,Disamis,0,1,0,0
35_20,35,M3-prime,20,0,spider,soda,*,Unrelated,Datisi,1,1,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,5673,Datisi,0,1,0,0
35_21,35,M3-prime,21,0,steaks,steaks,*,Invalid Filler,Disamis*,1,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,8265,Disamis,0,1,0,0
35_22,35,M3-prime,22,0,injuries,injuries,*,Invalid Filler,Dimatis*,1,1,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,9423,Dimatis,0,1,0,0
35_23,35,M3-prime,23,0,beans,rice,category,Related,Darii,1,1,All beans are legumes,Some grains are rice,Some grains are legumes,NA,8569,Darii,0,1,0,0
35_24,35,M3-prime,24,0,compass,direction,instrument,Related,Datisi,1,1,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,7503,Datisi,0,1,0,0
35_25,35,M3-prime,25,0,mothers,mothers,*,Invalid Filler,Darii*,1,1,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,7975,Darii,0,1,0,0
35_26,35,M3-prime,26,0,noun,verb,category,Related,Disamis,1,1,Some nouns are proper names,All verbs are actions,Some actions are proper names,NA,8993,Disamis,0,1,0,0
35_27,35,M3-prime,27,0,lion,religion,*,Unrelated,Datisi,1,1,All lions are felines,Some religions are cults,Some cults are felines,NA,8900,Datisi,0,1,0,0
35_28,35,M3-prime,28,0,blackboard,chalk,instrument,Related,Dimatis,1,1,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,12648,Dimatis,0,1,0,0
35_29,35,M3-prime,29,0,pepperoni,alcohol,*,Unrelated,Disamis,1,1,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,7376,Disamis,0,1,0,0
35_30,35,M3-prime,30,0,gang,feet,*,Unrelated,Disamis,1,1,Some gangs commit crimes,All feet are body parts,Some body parts commit crimes,NA,8994,Disamis,0,1,0,0
35_31,35,M3-prime,31,0,dresses,dresses,*,Invalid Filler,Darii*,1,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,13731,Darii,0,1,0,0
35_32,35,M3-prime,32,1,colors,colors,*,Invalid Filler,Disamis*,1,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,9366,Disamis,0,0,0,0
35_33,35,M3-prime,33,0,official,cereal,*,Unrelated,Disamis,1,1,Some officials are democratically elected,All cereals are grains,Some grains are democratically elected,NA,7089,Disamis,0,1,0,0
35_34,35,M3-prime,34,1,ponies,ponies,*,Valid Filler,Datisi,1,1,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,10113,Datisi,1,1,0,0
35_35,35,M3-prime,35,0,antiques,antiques,*,Invalid Filler,Darii*,1,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,12253,Darii,0,1,0,0
35_36,35,M3-prime,36,0,swords,swords,*,Valid Filler,Disamis,1,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,20461,Disamis,1,0,0,0
35_37,35,M3-prime,37,0,cloak,dagger,script,Related,Disamis,1,1,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,10086,Disamis,0,1,0,0
35_38,35,M3-prime,38,1,statues,statues,*,Valid Filler,Datisi,1,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,17116,Datisi,1,1,0,0
35_39,35,M3-prime,39,1,dances,dances,*,Invalid Filler,Darii*,1,1,All ballets are dances ,Some mating rituals are dances ,Some mating rituals are ballets,NA,17222,Darii,0,0,0,0
35_40,35,M3-prime,40,0,stones,stones,*,Invalid Filler,Datisi*,1,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,13226,Datisi,0,1,0,0
35_41,35,M3-prime,41,0,mammal,weekend,*,Unrelated,Datisi,1,1,All mammals are warm blooded,Some weekends are holidays,Some holidays are warm blooded,NA,6828,Datisi,0,1,0,0
35_42,35,M3-prime,42,0,surgery,hall,*,Unrelated,Dimatis,1,1,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,8368,Dimatis,0,1,0,0
35_43,35,M3-prime,43,0,spices,spices,*,Invalid Filler,Dimatis*,1,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,9268,Dimatis,0,1,0,0
35_44,35,M3-prime,44,0,mugs,mugs,*,Valid Filler,Datisi,1,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,7215,Datisi,1,0,0,0
35_45,35,M3-prime,45,1,peppers,peppers,*,Invalid Filler,Dimatis*,1,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,12896,Dimatis,0,0,0,0
35_46,35,M3-prime,46,0,sausages,sausages,*,Invalid Filler,Datisi*,1,1,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,7286,Datisi,0,1,0,0
35_47,35,M3-prime,47,0,waist,hip,category,Related,Darii,1,1,All waists fit in pants,Some bones are hips,Some bones fit in pants,NA,12366,Darii,0,1,0,0
35_48,35,M3-prime,48,1,dolls,dolls,*,Valid Filler,Darii,1,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,8340,Darii,1,1,0,0
35_49,35,M3-prime,49,0,liars,liars,*,Valid Filler,Dimatis,1,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,7936,Dimatis,1,0,0,0
35_50,35,M3-prime,50,0,actors,actors,*,Invalid Filler,Datisi*,1,1,All male leads are actors,Some actors are women,Some women are male leads,NA,8747,Datisi,0,1,0,0
35_51,35,M3-prime,51,1,funerals,funerals,*,Invalid Filler,Datisi*,1,1,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,10387,Datisi,0,0,0,0
35_52,35,M3-prime,52,0,thieves,thieves,*,Invalid Filler,Dimatis*,1,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,6650,Dimatis,0,1,0,0
35_53,35,M3-prime,53,0,journal,hamburger,*,Unrelated,Darii,1,1,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,10574,Darii,0,1,0,0
35_54,35,M3-prime,54,1,burgers,burgers,*,Valid Filler,Disamis,1,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,8122,Disamis,1,1,0,0
35_55,35,M3-prime,55,0,tortoise,syrup,*,Unrelated,Darii,1,1,All tortoises are animals,Some ice cream toppings are syrups,Some ice cream toppings are animals,NA,5984,Darii,0,1,0,0
35_56,35,M3-prime,56,0,ambulance,emergency,script,Related,Darii,1,1,All ambulances are vehicles,Some wildfires are emergencies,Some wildfires are vehicles,NA,8681,Darii,0,1,0,0
36_1,36,M3-prime,1,0,spider,soda,*,Unrelated,Datisi,1,2,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,24652,Datisi,0,1,0,0
36_2,36,M3-prime,2,0,swords,swords,*,Valid Filler,Disamis,1,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,16986,Disamis,1,0,0,0
36_3,36,M3-prime,3,1,sausages,sausages,*,Invalid Filler,Datisi*,1,2,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,33138,Datisi,0,0,0,0
36_4,36,M3-prime,4,0,mothers,mothers,*,Invalid Filler,Darii*,1,2,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,20786,Darii,0,1,0,0
36_5,36,M3-prime,5,0,rifles,rifles,*,Valid Filler,Disamis,1,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,10131,Disamis,1,0,0,0
36_6,36,M3-prime,6,1,rabbi,toothbrush,*,Unrelated,Darii,1,2,All rabbis are Jewish,Some toiletries are toothbrushes,Some toiletries are Jewish,NA,12727,Darii,0,0,0,0
36_7,36,M3-prime,7,0,peppers,peppers,*,Invalid Filler,Dimatis*,1,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,77397,Dimatis,0,1,0,0
36_8,36,M3-prime,8,0,compass,direction,instrument,Related,Datisi,1,2,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,36935,Datisi,0,1,0,0
36_9,36,M3-prime,9,1,toilets,toilets,*,Invalid Filler,Disamis*,1,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,12431,Disamis,0,0,0,0
36_10,36,M3-prime,10,0,sock,shoe,category,Related,Datisi,1,2,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,7960,Datisi,0,1,0,0
36_11,36,M3-prime,11,1,microscope,mob,*,Unrelated,Dimatis,1,2,Some scientific instruments are microscopes,All mobs are criminal organizations,Some criminal organizations are scientific instruments,NA,18801,Dimatis,0,0,0,0
36_12,36,M3-prime,12,0,knight,armor,script,Related,Datisi,1,2,All knights are brave,Some armors are decorations,Some decorations are brave,NA,70451,Datisi,0,1,0,0
36_13,36,M3-prime,13,1,sack,clam,*,Unrelated,Dimatis,1,2,Some bags are sacks ,All clams are sea creatures,Some sea creatures are bags,NA,10860,Dimatis,0,0,0,0
36_14,36,M3-prime,14,1,clowns,clowns,*,Valid Filler,Darii,1,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,14124,Darii,1,1,0,0
36_15,36,M3-prime,15,1,widows,widows,*,Valid Filler,Dimatis,1,2,Some parents are widows ,All widows are women,Some women are parents,NA,8901,Dimatis,1,1,0,0
36_16,36,M3-prime,16,1,lion,religion,*,Unrelated,Datisi,1,2,All lions are felines,Some religions are cults,Some cults are felines,NA,11713,Datisi,0,0,0,0
36_17,36,M3-prime,17,1,liars,liars,*,Valid Filler,Dimatis,1,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,11620,Dimatis,1,1,0,0
36_18,36,M3-prime,18,1,trucks,trucks,*,Valid Filler,Dimatis,1,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,8868,Dimatis,1,1,0,0
36_19,36,M3-prime,19,1,funerals,funerals,*,Invalid Filler,Datisi*,1,2,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,12901,Datisi,0,0,0,0
36_20,36,M3-prime,20,1,mugs,mugs,*,Valid Filler,Datisi,1,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,8727,Datisi,1,1,0,0
36_21,36,M3-prime,21,1,injuries,injuries,*,Invalid Filler,Dimatis*,1,2,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,9972,Dimatis,0,0,0,0
36_22,36,M3-prime,22,1,stones,stones,*,Invalid Filler,Datisi*,1,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,11065,Datisi,0,0,0,0
36_23,36,M3-prime,23,0,pepperoni,alcohol,*,Unrelated,Disamis,1,2,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,9185,Disamis,0,1,0,0
36_24,36,M3-prime,24,1,cloak,dagger,script,Related,Disamis,1,2,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,7441,Disamis,0,0,0,0
36_25,36,M3-prime,25,1,antiques,antiques,*,Invalid Filler,Darii*,1,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,12764,Darii,0,0,0,0
36_26,36,M3-prime,26,1,journal,hamburger,*,Unrelated,Darii,1,2,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,10576,Darii,0,0,0,0
36_27,36,M3-prime,27,1,ponies,ponies,*,Valid Filler,Datisi,1,2,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,10440,Datisi,1,1,0,0
36_28,36,M3-prime,28,1,actors,actors,*,Invalid Filler,Datisi*,1,2,All male leads are actors,Some actors are women,Some women are male leads,NA,10072,Datisi,0,0,0,0
36_29,36,M3-prime,29,1,beans,rice,category,Related,Darii,1,2,All beans are legumes,Some grains are rice,Some grains are legumes,NA,11126,Darii,0,0,0,0
36_30,36,M3-prime,30,1,surgery,hall,*,Unrelated,Dimatis,1,2,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,11748,Dimatis,0,0,0,0
36_31,36,M3-prime,31,1,blackboard,chalk,instrument,Related,Dimatis,1,2,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,9545,Dimatis,0,0,0,0
36_32,36,M3-prime,32,1,spices,spices,*,Invalid Filler,Dimatis*,1,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,10696,Dimatis,0,0,0,0
36_33,36,M3-prime,33,1,poets,poets,*,Valid Filler,Datisi,1,2,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,10262,Datisi,1,1,0,0
36_34,36,M3-prime,34,0,official,cereal,*,Unrelated,Disamis,1,2,Some officials are democratically elected,All cereals are grains,Some grains are democratically elected,NA,11748,Disamis,0,1,0,0
36_35,36,M3-prime,35,0,tortoise,syrup,*,Unrelated,Darii,1,2,All tortoises are animals,Some ice cream toppings are syrups,Some ice cream toppings are animals,NA,11261,Darii,0,1,0,0
36_36,36,M3-prime,36,1,jaw ,mouth,category,Related,Disamis,1,2,Some jaws are bones,All mouths are holes,Some holes are bones,NA,6950,Disamis,0,0,0,0
36_37,36,M3-prime,37,1,suitcases,suitcases,*,Valid Filler,Dimatis,1,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,5925,Dimatis,1,1,0,0
36_38,36,M3-prime,38,1,thieves,thieves,*,Invalid Filler,Dimatis*,1,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,8604,Dimatis,0,0,0,0
36_39,36,M3-prime,39,0,statues,statues,*,Valid Filler,Datisi,1,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,11801,Datisi,1,0,0,0
36_40,36,M3-prime,40,0,ambulance,emergency,script,Related,Darii,1,2,All ambulances are vehicles,Some wildfires are emergencies,Some wildfires are vehicles,NA,11675,Darii,0,1,0,0
36_41,36,M3-prime,41,1,burgers,burgers,*,Valid Filler,Disamis,1,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,10100,Disamis,1,1,0,0
36_42,36,M3-prime,42,0,mammal,weekend,*,Unrelated,Datisi,1,2,All mammals are warm blooded,Some weekends are holidays,Some holidays are warm blooded,NA,8562,Datisi,0,1,0,0
36_43,36,M3-prime,43,1,singers,singers,*,Valid Filler,Darii,1,2,All singers are vocalists ,Some guitarists are singers,Some guitarists are vocalists,NA,13953,Darii,1,1,0,0
36_44,36,M3-prime,44,1,noun,verb,category,Related,Disamis,1,2,Some nouns are proper names,All verbs are actions,Some actions are proper names,NA,11997,Disamis,0,0,0,0
36_45,36,M3-prime,45,0,dresses,dresses,*,Invalid Filler,Darii*,1,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,8618,Darii,0,1,0,0
36_46,36,M3-prime,46,1,grapes,grapes,*,Valid Filler,Disamis,1,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,8663,Disamis,1,1,0,0
36_47,36,M3-prime,47,1,steaks,steaks,*,Invalid Filler,Disamis*,1,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,9677,Disamis,0,0,0,0
36_48,36,M3-prime,48,1,thunder,lightning,category,Related,Dimatis,1,2,Some rumbling is thunder,All lightning is bright light,Some bright light is rumbling,NA,11704,Dimatis,0,0,0,0
36_49,36,M3-prime,49,1,gang,feet,*,Unrelated,Disamis,1,2,Some gangs commit crimes,All feet are body parts,Some body parts commit crimes,NA,7982,Disamis,0,0,0,0
36_50,36,M3-prime,50,0,throne ,king,script,Related,Dimatis,1,2,Some seats are thrones,All kings are rulers,Some rulers are seats,NA,7907,Dimatis,0,1,0,0
36_51,36,M3-prime,51,0,dances,dances,*,Invalid Filler,Darii*,1,2,All ballets are dances ,Some mating rituals are dances ,Some mating rituals are ballets,NA,10132,Darii,0,1,0,0
36_52,36,M3-prime,52,0,colors,colors,*,Invalid Filler,Disamis*,1,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,8659,Disamis,0,1,0,0
36_53,36,M3-prime,53,1,dolls,dolls,*,Valid Filler,Darii,1,2,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,9065,Darii,1,1,0,0
36_54,36,M3-prime,54,1,waist,hip,category,Related,Darii,1,2,All waists fit in pants,Some bones are hips,Some bones fit in pants,NA,10832,Darii,0,0,0,0
36_55,36,M3-prime,55,0,shapes,shapes,*,Invalid Filler,Disamis*,1,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,6944,Disamis,0,1,0,0
36_56,36,M3-prime,56,1,doughnuts,doughnuts,*,Valid Filler,Darii,1,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,9509,Darii,1,1,0,0
37_1,37,M3-prime,1,0,spider,soda,*,Unrelated,Datisi,1,2,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,11320,Datisi,0,1,1,1
37_2,37,M3-prime,2,1,swords,swords,*,Valid Filler,Disamis,1,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,10911,Disamis,1,1,1,1
37_3,37,M3-prime,3,1,sausages,sausages,*,Invalid Filler,Datisi*,1,2,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,13158,Datisi,0,0,1,1
37_4,37,M3-prime,4,0,mothers,mothers,*,Invalid Filler,Darii*,1,2,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,12398,Darii,0,1,1,1
37_5,37,M3-prime,5,1,rifles,rifles,*,Valid Filler,Disamis,1,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,13095,Disamis,1,1,1,1
37_6,37,M3-prime,6,0,rabbi,toothbrush,*,Unrelated,Darii,1,2,All rabbis are Jewish,Some toiletries are toothbrushes,Some toiletries are Jewish,NA,9735,Darii,0,1,1,1
37_7,37,M3-prime,7,1,peppers,peppers,*,Invalid Filler,Dimatis*,1,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,10463,Dimatis,0,0,1,1
37_8,37,M3-prime,8,0,compass,direction,instrument,Related,Datisi,1,2,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,18272,Datisi,0,1,1,1
37_9,37,M3-prime,9,1,toilets,toilets,*,Invalid Filler,Disamis*,1,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,12926,Disamis,0,0,1,1
37_10,37,M3-prime,10,1,sock,shoe,category,Related,Datisi,1,2,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,19493,Datisi,0,0,1,1
