ExpNum,SubjectID,SubjTrial,ItemNum,ItemNumQuartile,Response,ResponseType,global.argid,RT,TargetWord,MiddleTerm1,MiddleTerm2,TrialType,ExpectedResponse,ResponseWasCorrect,Syllogism,SyllogismSimple,ListNum,premise1,premise2,conclusion,MiddleSyllogismPairing,PrimePairRelationType,excl.subj,excl.trial,loadunload,loadtype,loadtime,digitMatch,FullArgument,stim.ConcTruth,stim.ConcRT,stim.Conc.N,stim.premiseJudgment_P1,stim.premiseRT_P1,stim.N_P1,stim.premiseJudgment_P2,stim.premiseRT_P2,stim.N_P2
N6-p-M3,12,12_56,56,Fourth,1,answer-P2,217,8926,doughnuts_doughnuts,doughnuts,doughnuts,Valid Filler,1,1,Darii,Darii,2,All doughnuts are sugary,Some pastries are doughnuts,Some pastries are sugary,NA,*,0,0,unloaded,NA,NA,NA,All doughnuts are sugary -- Some pastries are doughnuts -- Some pastries are sugary,0.961538461538462,4283.53846153846,26,0.2,12954.7333333333,30,1,12954.7333333333,30
N6-p-M3,13,13_1,1,First,1,answer-P1,247,13383,spider_soda,spider,soda,Unrelated,0,0,Datisi,Datisi,2,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,*,0,0,unloaded,NA,NA,NA,All spiders have eight legs -- Some sodas are diet drinks -- Some diet drinks have eight legs,0,5743.04,25,0.931034482758621,19816.9310344828,29,0.96551724137931,19816.9310344828,29
N6-p-M3,13,13_1,1,First,1,answer-P2,247,13383,spider_soda,spider,soda,Unrelated,0,0,Datisi,Datisi,2,All spiders have eight legs,Some sodas are diet drinks,Some diet drinks have eight legs,NA,*,0,0,unloaded,NA,NA,NA,All spiders have eight legs -- Some sodas are diet drinks -- Some diet drinks have eight legs,0,5743.04,25,0.931034482758621,19816.9310344828,29,0.96551724137931,19816.9310344828,29
N6-p-M3,13,13_2,2,First,1,answer-P1,180,30714,swords_swords,swords,swords,Valid Filler,1,1,Disamis,Disamis,2,Some swords are decorative,All swords are weapons,Some weapons are decorative,NA,*,0,0,unloaded,NA,NA,NA,Some swords are decorative -- All swords are weapons -- Some weapons are decorative,0.769230769230769,5945.42307692308,26,1,18565.5862068966,29,0.551724137931034,18565.5862068966,29
N6-p-M3,13,13_2,2,First,0,answer-P2,180,30714,swords_swords,swords,swords,Valid Filler,1,0,Disamis,Disamis,2,Some swords are decorative,All swords are weapons,Some weapons are decorative,NA,*,0,0,unloaded,NA,NA,NA,Some swords are decorative -- All swords are weapons -- Some weapons are decorative,0.769230769230769,5945.42307692308,26,1,18565.5862068966,29,0.551724137931034,18565.5862068966,29
N6-p-M3,13,13_3,3,First,0,answer-P1,210,5727,sausages_sausages,sausages,sausages,Invalid Filler,0,1,Datisi*,Datisi,2,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,*,0,0,unloaded,NA,NA,NA,All chili dogs are sausages -- Some sausages are salamis -- Some salamis are chili dogs,0.115384615384615,10018.2692307692,26,0.379310344827586,24507.9310344828,29,0.827586206896552,24507.9310344828,29
N6-p-M3,13,13_3,3,First,1,answer-P2,210,5727,sausages_sausages,sausages,sausages,Invalid Filler,0,0,Datisi*,Datisi,2,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,*,0,0,unloaded,NA,NA,NA,All chili dogs are sausages -- Some sausages are salamis -- Some salamis are chili dogs,0.115384615384615,10018.2692307692,26,0.379310344827586,24507.9310344828,29,0.827586206896552,24507.9310344828,29
N6-p-M3,13,13_4,4,First,1,answer-P1,177,4304,mothers_mothers,mothers,mothers,Invalid Filler,0,0,Darii*,Darii,2,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,*,0,0,unloaded,NA,NA,NA,All grandmothers are mothers -- Some teens are mothers -- Some teens are grandmothers,0.0384615384615385,5525.88461538462,26,0.896551724137931,13016.4482758621,29,0.96551724137931,13016.4482758621,29
N6-p-M3,13,13_4,4,First,1,answer-P2,177,4304,mothers_mothers,mothers,mothers,Invalid Filler,0,0,Darii*,Darii,2,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,*,0,0,unloaded,NA,NA,NA,All grandmothers are mothers -- Some teens are mothers -- Some teens are grandmothers,0.0384615384615385,5525.88461538462,26,0.896551724137931,13016.4482758621,29,0.96551724137931,13016.4482758621,29
N6-p-M3,13,13_5,5,First,1,answer-P1,196,2964,rifles_rifles,rifles,rifles,Valid Filler,1,1,Disamis,Disamis,2,Some rifles are for hunting,All rifles are guns,Some guns are for hunting,NA,*,0,0,unloaded,NA,NA,NA,Some rifles are for hunting -- All rifles are guns -- Some guns are for hunting,0.961538461538462,5788.42307692308,26,0.96551724137931,15956.7931034483,29,0.9,20366.2,30
N6-p-M3,13,13_5,5,First,1,answer-P2,196,2964,rifles_rifles,rifles,rifles,Valid Filler,1,1,Disamis,Disamis,2,Some rifles are for hunting,All rifles are guns,Some guns are for hunting,NA,*,0,0,unloaded,NA,NA,NA,Some rifles are for hunting -- All rifles are guns -- Some guns are for hunting,0.961538461538462,5788.42307692308,26,0.96551724137931,15956.7931034483,29,0.9,20366.2,30
N6-p-M3,13,13_6,6,First,1,answer-P1,243,4698,rabbi_toothbrush,rabbi,toothbrush,Unrelated,0,0,Darii,Darii,2,All rabbis are Jewish,Some toiletries are toothbrushes,Some toiletries are Jewish,NA,*,0,0,unloaded,NA,NA,NA,All rabbis are Jewish -- Some toiletries are toothbrushes -- Some toiletries are Jewish,0.192307692307692,7108.42307692308,26,0.833333333333333,21914.7666666667,30,0.9,21914.7666666667,30
N6-p-M3,13,13_6,6,First,1,answer-P2,243,4698,rabbi_toothbrush,rabbi,toothbrush,Unrelated,0,0,Darii,Darii,2,All rabbis are Jewish,Some toiletries are toothbrushes,Some toiletries are Jewish,NA,*,0,0,unloaded,NA,NA,NA,All rabbis are Jewish -- Some toiletries are toothbrushes -- Some toiletries are Jewish,0.192307692307692,7108.42307692308,26,0.833333333333333,21914.7666666667,30,0.9,21914.7666666667,30
N6-p-M3,13,13_7,7,First,1,answer-P1,212,4212,peppers_peppers,peppers,peppers,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some yellow vegetables are peppers,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,*,0,0,unloaded,NA,NA,NA,Some yellow vegetables are peppers -- All jalapenos are peppers -- Some jalapenos are yellow vegetables,0.653846153846154,11664.5,26,1,20251.5,30,0.9,20251.5,30
N6-p-M3,13,13_7,7,First,1,answer-P2,212,4212,peppers_peppers,peppers,peppers,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some yellow vegetables are peppers,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,*,0,0,unloaded,NA,NA,NA,Some yellow vegetables are peppers -- All jalapenos are peppers -- Some jalapenos are yellow vegetables,0.653846153846154,11664.5,26,1,20251.5,30,0.9,20251.5,30
N6-p-M3,13,13_8,8,First,1,answer-P1,249,3816,compass_direction,compass,direction,Related,0,0,Datisi,Datisi,2,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,instrument,0,0,unloaded,NA,NA,NA,All compasses have a needle -- Some directions are instructions -- Some instructions have a needle,0.153846153846154,8583.03846153846,26,0.766666666666667,22251.8,30,1,22251.8,30
N6-p-M3,13,13_8,8,First,1,answer-P2,249,3816,compass_direction,compass,direction,Related,0,0,Datisi,Datisi,2,All compasses have a needle,Some directions are instructions,Some instructions have a needle,NA,instrument,0,0,unloaded,NA,NA,NA,All compasses have a needle -- Some directions are instructions -- Some instructions have a needle,0.153846153846154,8583.03846153846,26,0.766666666666667,22251.8,30,1,22251.8,30
N6-p-M3,13,13_9,9,First,1,answer-P1,222,3961,toilets_toilets,toilets,toilets,Invalid Filler,0,0,Disamis*,Disamis,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,*,0,0,unloaded,NA,NA,NA,Some toilets are coed -- All urinals are toilets -- Some urinals are coed,0.461538461538462,9862.38461538462,26,0.866666666666667,24232.1666666667,30,0.5,24232.1666666667,30
N6-p-M3,13,13_9,9,First,1,answer-P2,222,3961,toilets_toilets,toilets,toilets,Invalid Filler,0,0,Disamis*,Disamis,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,*,0,0,unloaded,NA,NA,NA,Some toilets are coed -- All urinals are toilets -- Some urinals are coed,0.461538461538462,9862.38461538462,26,0.866666666666667,24232.1666666667,30,0.5,24232.1666666667,30
N6-p-M3,13,13_10,10,First,0,answer-P1,240,6454,sock_shoe,sock,shoe,Related,0,1,Datisi,Datisi,2,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,category,0,0,unloaded,NA,NA,NA,All socks are elastic -- Some shoes are high heels -- Some high heels are elastic,0.384615384615385,9134.80769230769,26,0.241379310344828,15518.8965517241,29,1,15518.8965517241,29
N6-p-M3,13,13_10,10,First,1,answer-P2,240,6454,sock_shoe,sock,shoe,Related,0,0,Datisi,Datisi,2,All socks are elastic,Some shoes are high heels,Some high heels are elastic,NA,category,0,0,unloaded,NA,NA,NA,All socks are elastic -- Some shoes are high heels -- Some high heels are elastic,0.384615384615385,9134.80769230769,26,0.241379310344828,15518.8965517241,29,1,15518.8965517241,29
N6-p-M3,13,13_11,11,First,1,answer-P1,244,13494,microscope_mob,microscope,mob,Unrelated,0,0,Dimatis,Dimatis,2,Some scientific instruments are microscopes,All mobs are criminal organizations,Some criminal organizations are scientific instruments,NA,*,0,0,unloaded,NA,NA,NA,Some scientific instruments are microscopes -- All mobs are criminal organizations -- Some criminal organizations are scientific instruments,0.115384615384615,6544.88461538462,26,1,18308.5,30,0.433333333333333,18308.5,30
N6-p-M3,13,13_11,11,First,1,answer-P2,244,13494,microscope_mob,microscope,mob,Unrelated,0,0,Dimatis,Dimatis,2,Some scientific instruments are microscopes,All mobs are criminal organizations,Some criminal organizations are scientific instruments,NA,*,0,0,unloaded,NA,NA,NA,Some scientific instruments are microscopes -- All mobs are criminal organizations -- Some criminal organizations are scientific instruments,0.115384615384615,6544.88461538462,26,1,18308.5,30,0.433333333333333,18308.5,30
N6-p-M3,13,13_12,12,First,0,answer-P1,245,3538,knight_armor,knight,armor,Related,0,1,Datisi,Datisi,2,All knights are brave,Some armors are decorations,Some decorations are brave,NA,script,0,0,unloaded,NA,NA,NA,All knights are brave -- Some armors are decorations -- Some decorations are brave,0.346153846153846,6391.5,26,0.3,16956.3333333333,30,0.933333333333333,16956.3333333333,30
N6-p-M3,13,13_12,12,First,1,answer-P2,245,3538,knight_armor,knight,armor,Related,0,0,Datisi,Datisi,2,All knights are brave,Some armors are decorations,Some decorations are brave,NA,script,0,0,unloaded,NA,NA,NA,All knights are brave -- Some armors are decorations -- Some decorations are brave,0.346153846153846,6391.5,26,0.3,16956.3333333333,30,0.933333333333333,16956.3333333333,30
N6-p-M3,13,13_13,13,First,1,answer-P1,241,3319,sack_clam,sack,clam,Unrelated,0,0,Dimatis,Dimatis,2,Some bags are sacks,All clams are sea creatures,Some sea creatures are bags,NA,*,0,0,unloaded,NA,NA,NA,Some bags are sacks -- All clams are sea creatures -- Some sea creatures are bags,0.0384615384615385,6158.88461538462,26,1,18150.4666666667,30,0.833333333333333,18150.4666666667,30
N6-p-M3,13,13_13,13,First,1,answer-P2,241,3319,sack_clam,sack,clam,Unrelated,0,0,Dimatis,Dimatis,2,Some bags are sacks,All clams are sea creatures,Some sea creatures are bags,NA,*,0,0,unloaded,NA,NA,NA,Some bags are sacks -- All clams are sea creatures -- Some sea creatures are bags,0.0384615384615385,6158.88461538462,26,1,18150.4666666667,30,0.833333333333333,18150.4666666667,30
N6-p-M3,13,13_14,14,First,0,answer-P1,192,3227,clowns_clowns,clowns,clowns,Valid Filler,1,0,Darii,Darii,2,All clowns can juggle,Some circus performers are clowns,Some circus performers can juggle,NA,*,0,0,unloaded,NA,NA,NA,All clowns can juggle -- Some circus performers are clowns -- Some circus performers can juggle,0.923076923076923,7148.73076923077,26,0.1,14423.8666666667,30,0.933333333333333,14423.8666666667,30
N6-p-M3,13,13_14,14,First,1,answer-P2,192,3227,clowns_clowns,clowns,clowns,Valid Filler,1,1,Darii,Darii,2,All clowns can juggle,Some circus performers are clowns,Some circus performers can juggle,NA,*,0,0,unloaded,NA,NA,NA,All clowns can juggle -- Some circus performers are clowns -- Some circus performers can juggle,0.923076923076923,7148.73076923077,26,0.1,14423.8666666667,30,0.933333333333333,14423.8666666667,30
N6-p-M3,13,13_15,15,Second,1,answer-P1,219,3405,widows_widows,widows,widows,Valid Filler,1,1,Dimatis,Dimatis,2,Some parents are widows,All widows are women,Some women are parents,NA,*,0,0,unloaded,NA,NA,NA,Some parents are widows -- All widows are women -- Some women are parents,1,3734.19230769231,26,1,14914.3,30,0.666666666666667,14914.3,30
N6-p-M3,13,13_15,15,Second,1,answer-P2,219,3405,widows_widows,widows,widows,Valid Filler,1,1,Dimatis,Dimatis,2,Some parents are widows,All widows are women,Some women are parents,NA,*,0,0,unloaded,NA,NA,NA,Some parents are widows -- All widows are women -- Some women are parents,1,3734.19230769231,26,1,14914.3,30,0.666666666666667,14914.3,30
N6-p-M3,13,13_16,16,Second,0,answer-P1,251,3535,lion_religion,lion,religion,Unrelated,0,1,Datisi,Datisi,2,All lions are felines,Some religions are cults,Some cults are felines,NA,*,0,0,unloaded,NA,NA,NA,All lions are felines -- Some religions are cults -- Some cults are felines,0.153846153846154,9279.46153846154,26,0.866666666666667,18157.9333333333,30,0.9,18157.9333333333,30
N6-p-M3,13,13_16,16,Second,1,answer-P2,251,3535,lion_religion,lion,religion,Unrelated,0,0,Datisi,Datisi,2,All lions are felines,Some religions are cults,Some cults are felines,NA,*,0,0,unloaded,NA,NA,NA,All lions are felines -- Some religions are cults -- Some cults are felines,0.153846153846154,9279.46153846154,26,0.866666666666667,18157.9333333333,30,0.9,18157.9333333333,30
N6-p-M3,13,13_17,17,Second,1,answer-P1,174,3585,liars_liars,liars,liars,Valid Filler,1,1,Dimatis,Dimatis,2,Some criminals are liars,All liars are humans,Some humans are criminals,NA,*,0,0,unloaded,NA,NA,NA,Some criminals are liars -- All liars are humans -- Some humans are criminals,1,6131.03846153846,26,1,12884.0666666667,30,0.633333333333333,12884.0666666667,30
N6-p-M3,13,13_17,17,Second,0,answer-P2,174,3585,liars_liars,liars,liars,Valid Filler,1,0,Dimatis,Dimatis,2,Some criminals are liars,All liars are humans,Some humans are criminals,NA,*,0,0,unloaded,NA,NA,NA,Some criminals are liars -- All liars are humans -- Some humans are criminals,1,6131.03846153846,26,1,12884.0666666667,30,0.633333333333333,12884.0666666667,30
N6-p-M3,13,13_18,18,Second,1,answer-P1,199,2899,trucks_trucks,trucks,trucks,Valid Filler,1,1,Dimatis,Dimatis,2,Some cars are trucks,All trucks are vehicles,Some vehicles are cars,NA,*,0,0,unloaded,NA,NA,NA,Some cars are trucks -- All trucks are vehicles -- Some vehicles are cars,1,4089.96153846154,26,0.533333333333333,14291.8,30,1,14291.8,30
N6-p-M3,13,13_18,18,Second,1,answer-P2,199,2899,trucks_trucks,trucks,trucks,Valid Filler,1,1,Dimatis,Dimatis,2,Some cars are trucks,All trucks are vehicles,Some vehicles are cars,NA,*,0,0,unloaded,NA,NA,NA,Some cars are trucks -- All trucks are vehicles -- Some vehicles are cars,1,4089.96153846154,26,0.533333333333333,14291.8,30,1,14291.8,30
N6-p-M3,13,13_19,19,Second,1,answer-P1,175,7205,funerals_funerals,funerals,funerals,Invalid Filler,0,0,Datisi*,Datisi,2,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,*,0,0,unloaded,NA,NA,NA,All open-casket services are funerals -- Some funerals are anonymous burials -- Some anonymous burials are open-casket services,0.576923076923077,10402.7307692308,26,0.8,17593.9333333333,30,0.966666666666667,17593.9333333333,30
N6-p-M3,13,13_19,19,Second,1,answer-P2,175,7205,funerals_funerals,funerals,funerals,Invalid Filler,0,0,Datisi*,Datisi,2,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,*,0,0,unloaded,NA,NA,NA,All open-casket services are funerals -- Some funerals are anonymous burials -- Some anonymous burials are open-casket services,0.576923076923077,10402.7307692308,26,0.8,17593.9333333333,30,0.966666666666667,17593.9333333333,30
N6-p-M3,13,13_20,20,Second,0,answer-P1,170,5125,mugs_mugs,mugs,mugs,Valid Filler,1,0,Datisi,Datisi,2,All mugs are cups,Some mugs are ceramics,Some ceramics are cups,NA,*,0,0,unloaded,NA,NA,NA,All mugs are cups -- Some mugs are ceramics -- Some ceramics are cups,1,3872.2,25,0.766666666666667,12301.6666666667,30,0.866666666666667,12301.6666666667,30
N6-p-M3,13,13_20,20,Second,1,answer-P2,170,5125,mugs_mugs,mugs,mugs,Valid Filler,1,1,Datisi,Datisi,2,All mugs are cups,Some mugs are ceramics,Some ceramics are cups,NA,*,0,0,unloaded,NA,NA,NA,All mugs are cups -- Some mugs are ceramics -- Some ceramics are cups,1,3872.2,25,0.766666666666667,12301.6666666667,30,0.866666666666667,12301.6666666667,30
N6-p-M3,13,13_21,21,Second,1,answer-P1,194,3033,injuries_injuries,injuries,injuries,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,*,0,0,unloaded,NA,NA,NA,Some sunburns are injuries -- All broken bones are injuries -- Some broken bones are sunburns,0,10440.5384615385,26,0.933333333333333,13697.4666666667,30,0.966666666666667,13697.4666666667,30
N6-p-M3,13,13_21,21,Second,1,answer-P2,194,3033,injuries_injuries,injuries,injuries,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,*,0,0,unloaded,NA,NA,NA,Some sunburns are injuries -- All broken bones are injuries -- Some broken bones are sunburns,0,10440.5384615385,26,0.933333333333333,13697.4666666667,30,0.966666666666667,13697.4666666667,30
N6-p-M3,13,13_22,22,Second,1,answer-P1,173,4621,stones_stones,stones,stones,Invalid Filler,0,0,Datisi*,Datisi,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,*,0,0,unloaded,NA,NA,NA,All pebbles are stones -- Some stones are boulders -- Some boulders are pebbles,0.2,8532.24,25,0.866666666666667,16412.0666666667,30,0.866666666666667,16412.0666666667,30
N6-p-M3,13,13_22,22,Second,1,answer-P2,173,4621,stones_stones,stones,stones,Invalid Filler,0,0,Datisi*,Datisi,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,*,0,0,unloaded,NA,NA,NA,All pebbles are stones -- Some stones are boulders -- Some boulders are pebbles,0.2,8532.24,25,0.866666666666667,16412.0666666667,30,0.866666666666667,16412.0666666667,30
N6-p-M3,13,13_23,23,Second,1,answer-P1,253,3680,pepperoni_alcohol,pepperoni,alcohol,Unrelated,0,0,Disamis,Disamis,2,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,*,0,0,unloaded,NA,NA,NA,Some pepperonis are pork -- All alcohols are intoxicants -- Some intoxicants are pork,0.115384615384615,7656.19230769231,26,0.9,18098.2333333333,30,0.666666666666667,18098.2333333333,30
N6-p-M3,13,13_23,23,Second,1,answer-P2,253,3680,pepperoni_alcohol,pepperoni,alcohol,Unrelated,0,0,Disamis,Disamis,2,Some pepperonis are pork,All alcohols are intoxicants,Some intoxicants are pork,NA,*,0,0,unloaded,NA,NA,NA,Some pepperonis are pork -- All alcohols are intoxicants -- Some intoxicants are pork,0.115384615384615,7656.19230769231,26,0.9,18098.2333333333,30,0.666666666666667,18098.2333333333,30
N6-p-M3,13,13_24,24,Second,1,answer-P1,256,3919,cloak_dagger,cloak,dagger,Related,0,0,Disamis,Disamis,2,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,script,0,0,unloaded,NA,NA,NA,Some cloaks are velvet -- All daggers are knives -- Some knives are velvet,0.0384615384615385,3665.5,26,0.8,12754.6,30,0.833333333333333,12754.6,30
N6-p-M3,13,13_24,24,Second,1,answer-P2,256,3919,cloak_dagger,cloak,dagger,Related,0,0,Disamis,Disamis,2,Some cloaks are velvet,All daggers are knives,Some knives are velvet,NA,script,0,0,unloaded,NA,NA,NA,Some cloaks are velvet -- All daggers are knives -- Some knives are velvet,0.0384615384615385,3665.5,26,0.8,12754.6,30,0.833333333333333,12754.6,30
N6-p-M3,13,13_25,25,Second,1,answer-P1,215,3272,antiques_antiques,antiques,antiques,Invalid Filler,0,0,Darii*,Darii,2,All medieval manuscripts are antiques,Some pieces of jewelry are antiques,Some pieces of jewelry are medieval manuscripts,NA,*,0,0,unloaded,NA,NA,NA,All medieval manuscripts are antiques -- Some pieces of jewelry are antiques -- Some pieces of jewelry are medieval manuscripts,0.230769230769231,7369.26923076923,26,0.8,15121.1666666667,30,0.966666666666667,15121.1666666667,30
N6-p-M3,13,13_25,25,Second,1,answer-P2,215,3272,antiques_antiques,antiques,antiques,Invalid Filler,0,0,Darii*,Darii,2,All medieval manuscripts are antiques,Some pieces of jewelry are antiques,Some pieces of jewelry are medieval manuscripts,NA,*,0,0,unloaded,NA,NA,NA,All medieval manuscripts are antiques -- Some pieces of jewelry are antiques -- Some pieces of jewelry are medieval manuscripts,0.230769230769231,7369.26923076923,26,0.8,15121.1666666667,30,0.966666666666667,15121.1666666667,30
N6-p-M3,13,13_26,26,Second,1,answer-P1,260,4524,journal_hamburger,journal,hamburger,Unrelated,0,0,Darii,Darii,2,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,*,0,0,unloaded,NA,NA,NA,All journals are made of paper -- Some entrées are hamburgers -- Some entrées are made of paper,0.0384615384615385,11161.2692307692,26,0.533333333333333,23896.9666666667,30,0.833333333333333,23896.9666666667,30
N6-p-M3,13,13_26,26,Second,1,answer-P2,260,4524,journal_hamburger,journal,hamburger,Unrelated,0,0,Darii,Darii,2,All journals are made of paper,Some entrées are hamburgers,Some entrées are made of paper,NA,*,0,0,unloaded,NA,NA,NA,All journals are made of paper -- Some entrées are hamburgers -- Some entrées are made of paper,0.0384615384615385,11161.2692307692,26,0.533333333333333,23896.9666666667,30,0.833333333333333,23896.9666666667,30
N6-p-M3,13,13_27,27,Second,1,answer-P1,211,3173,ponies_ponies,ponies,ponies,Valid Filler,1,1,Datisi,Datisi,2,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,*,0,0,unloaded,NA,NA,NA,All ponies neigh -- Some ponies are thoroughbreds -- Some thoroughbreds neigh,0.807692307692308,8422.19230769231,26,0.633333333333333,20049.1,30,0.666666666666667,20049.1,30
N6-p-M3,13,13_27,27,Second,1,answer-P2,211,3173,ponies_ponies,ponies,ponies,Valid Filler,1,1,Datisi,Datisi,2,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,*,0,0,unloaded,NA,NA,NA,All ponies neigh -- Some ponies are thoroughbreds -- Some thoroughbreds neigh,0.807692307692308,8422.19230769231,26,0.633333333333333,20049.1,30,0.666666666666667,20049.1,30
N6-p-M3,13,13_28,28,Second,1,answer-P1,172,4047,actors_actors,actors,actors,Invalid Filler,0,0,Datisi*,Datisi,2,All male leads are actors,Some actors are women,Some women are male leads,NA,*,0,0,unloaded,NA,NA,NA,All male leads are actors -- Some actors are women -- Some women are male leads,0.307692307692308,6045.11538461538,26,0.5,15489.1666666667,30,0.933333333333333,15489.1666666667,30
N6-p-M3,13,13_28,28,Second,1,answer-P2,172,4047,actors_actors,actors,actors,Invalid Filler,0,0,Datisi*,Datisi,2,All male leads are actors,Some actors are women,Some women are male leads,NA,*,0,0,unloaded,NA,NA,NA,All male leads are actors -- Some actors are women -- Some women are male leads,0.307692307692308,6045.11538461538,26,0.5,15489.1666666667,30,0.933333333333333,15489.1666666667,30
N6-p-M3,13,13_29,29,Third,0,answer-P1,248,4717,beans_rice,beans,rice,Related,0,1,Darii,Darii,2,All beans are legumes,Some grains are rice,Some grains are legumes,NA,category,0,0,unloaded,NA,NA,NA,All beans are legumes -- Some grains are rice -- Some grains are legumes,0.538461538461538,6164.07692307692,26,0.733333333333333,8362,30,1,8362,30
N6-p-M3,13,13_29,29,Third,1,answer-P2,248,4717,beans_rice,beans,rice,Related,0,0,Darii,Darii,2,All beans are legumes,Some grains are rice,Some grains are legumes,NA,category,0,0,unloaded,NA,NA,NA,All beans are legumes -- Some grains are rice -- Some grains are legumes,0.538461538461538,6164.07692307692,26,0.733333333333333,8362,30,1,8362,30
N6-p-M3,13,13_30,30,Third,1,answer-P1,258,4285,surgery_hall,surgery,hall,Unrelated,0,0,Dimatis,Dimatis,2,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,*,0,0,unloaded,NA,NA,NA,Some medical procedures are surgeries -- All halls are passageways -- Some passageways are medical procedures,0.230769230769231,6861.11538461538,26,1,13860.0666666667,30,0.433333333333333,13860.0666666667,30
N6-p-M3,13,13_30,30,Third,1,answer-P2,258,4285,surgery_hall,surgery,hall,Unrelated,0,0,Dimatis,Dimatis,2,Some medical procedures are surgeries,All halls are passageways,Some passageways are medical procedures,NA,*,0,0,unloaded,NA,NA,NA,Some medical procedures are surgeries -- All halls are passageways -- Some passageways are medical procedures,0.230769230769231,6861.11538461538,26,1,13860.0666666667,30,0.433333333333333,13860.0666666667,30
N6-p-M3,13,13_31,31,Third,0,answer-P1,252,3721,blackboard_chalk,blackboard,chalk,Related,0,1,Dimatis,Dimatis,2,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,instrument,0,0,unloaded,NA,NA,NA,Some walls are blackboards -- All chalks are writing tools -- Some writing tools are walls,0.230769230769231,5532.5,26,0.933333333333333,16183.0666666667,30,0.633333333333333,16183.0666666667,30
N6-p-M3,13,13_31,31,Third,1,answer-P2,252,3721,blackboard_chalk,blackboard,chalk,Related,0,0,Dimatis,Dimatis,2,Some walls are blackboards,All chalks are writing tools,Some writing tools are walls,NA,instrument,0,0,unloaded,NA,NA,NA,Some walls are blackboards -- All chalks are writing tools -- Some writing tools are walls,0.230769230769231,5532.5,26,0.933333333333333,16183.0666666667,30,0.633333333333333,16183.0666666667,30
N6-p-M3,13,13_32,32,Third,1,answer-P1,200,4600,spices_spices,spices,spices,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some dried roots are spices,All mustard seeds are spices,Some mustard seeds are dried roots,NA,*,0,0,unloaded,NA,NA,NA,Some dried roots are spices -- All mustard seeds are spices -- Some mustard seeds are dried roots,0.269230769230769,6051.53846153846,26,0.9,17165.9666666667,30,0.566666666666667,17165.9666666667,30
N6-p-M3,13,13_32,32,Third,1,answer-P2,200,4600,spices_spices,spices,spices,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some dried roots are spices,All mustard seeds are spices,Some mustard seeds are dried roots,NA,*,0,0,unloaded,NA,NA,NA,Some dried roots are spices -- All mustard seeds are spices -- Some mustard seeds are dried roots,0.269230769230769,6051.53846153846,26,0.9,17165.9666666667,30,0.566666666666667,17165.9666666667,30
N6-p-M3,13,13_33,33,Third,1,answer-P1,208,4683,poets_poets,poets,poets,Valid Filler,1,1,Datisi,Datisi,2,All poets are writers,Some poets are teachers,Some teachers are writers,NA,*,0,0,unloaded,NA,NA,NA,All poets are writers -- Some poets are teachers -- Some teachers are writers,1,2807.26923076923,26,0.733333333333333,10703.9,30,1,10703.9,30
N6-p-M3,13,13_33,33,Third,1,answer-P2,208,4683,poets_poets,poets,poets,Valid Filler,1,1,Datisi,Datisi,2,All poets are writers,Some poets are teachers,Some teachers are writers,NA,*,0,0,unloaded,NA,NA,NA,All poets are writers -- Some poets are teachers -- Some teachers are writers,1,2807.26923076923,26,0.733333333333333,10703.9,30,1,10703.9,30
