ExpNum,SubjectID,SubjTrial,ItemNum,ItemNumQuartile,Response,ResponseType,global.argid,RT,TargetWord,MiddleTerm1,MiddleTerm2,TrialType,ExpectedResponse,ResponseWasCorrect,Syllogism,SyllogismSimple,ListNum,premise1,premise2,conclusion,MiddleSyllogismPairing,PrimePairRelationType,excl.subj,excl.trial,loadunload,loadtype,loadtime,digitMatch,FullArgument,stim.ConcTruth,stim.ConcRT,stim.Conc.N,stim.premiseJudgment_P1,stim.premiseRT_P1,stim.N_P1,stim.premiseJudgment_P2,stim.premiseRT_P2,stim.N_P2
N4-p-M2,16,16_38,38,Second,0,answer-P2,285,3160,star,star,star,Homonymy,1,0,Datisi,Datisi,pseudorandom,All stars deal with paparazzi,Some stars are red dwarfs,Some red dwarfs deal with paparazzi,NA,NA,0,0,unloaded,NA,NA,NA,All stars deal with paparazzi -- Some stars are red dwarfs -- Some red dwarfs deal with paparazzi,0.075,3347.5,40,NA,NA,NA,0.717948717948718,4497.17948717949,78
N4-p-M2,16,16_38,38,Second,0,answer-P2,226,3160,star,star,star,Homonymy,1,0,Datisi,Datisi,pseudorandom,All stars are famous,Some stars are red dwarfs,Some red dwarfs are famous,NA,NA,0,0,unloaded,NA,NA,NA,All stars are famous -- Some stars are red dwarfs -- Some red dwarfs are famous,0.375,3338.975,40,0.256410256410256,4111.33333333333,39,0.717948717948718,4497.17948717949,78
N4-p-M2,16,16_39,39,Second,1,answer-P2,178,2953,picnic,picnic,picnic,Polysemy,1,1,Datisi,Datisi,pseudorandom,All picnics happen in nature,Some picnics are salads,Some salads happen in nature,NA,NA,0,0,unloaded,NA,NA,NA,All picnics happen in nature -- Some picnics are salads -- Some salads happen in nature,0.425,4573.125,40,0.256410256410256,5444.97435897436,39,0.81578947368421,4526.1052631579,38
N4-p-M2,16,16_40,40,Second,1,answer-P2,227,2017,dances,dances,dances,Invalid Filler,1,1,Darii*,Darii,pseudorandom,All polkas are dances,Some mating rituals are dances,Some mating rituals are polkas,NA,NA,0,0,unloaded,NA,NA,NA,All polkas are dances -- Some mating rituals are dances -- Some mating rituals are polkas,0.25,3557.725,40,0.461538461538462,5220.97435897436,39,0.921052631578947,4112.34210526316,38
N4-p-M2,16,16_41,41,Second,1,answer-P2,206,1573,dolls,dolls,dolls,Valid Filler,1,1,Darii,Darii,pseudorandom,All dolls are man made,Some toys are dolls,Some toys are man made,NA,NA,0,0,unloaded,NA,NA,NA,All dolls are man made -- Some toys are dolls -- Some toys are man made,1,3066.525,40,0.578947368421053,4279.63157894737,38,1,6930.12820512821,39
N4-p-M2,16,16_42,42,Second,1,answer-P2,228,2158,funerals,funerals,funerals,Invalid Filler,1,1,Datisi*,Datisi,pseudorandom,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,NA,0,0,unloaded,NA,NA,NA,All open-casket services are funerals -- Some funerals are cremations -- Some cremations are open-casket services,0.4,5086.4,40,0.692307692307692,5467.53846153846,39,0.769230769230769,3754.05128205128,39
N4-p-M2,16,16_43,43,Second,1,answer-P2,229,2477,match,match,match,Homonymy,1,1,Disamis,Disamis,pseudorandom,Some matches are shown on TV,All matches are fire starters,Some fire starters are shown on TV,NA,NA,0,0,unloaded,NA,NA,NA,Some matches are shown on TV -- All matches are fire starters -- Some fire starters are shown on TV,0.85,5008.1,40,0.948717948717949,4497.23076923077,39,0.487179487179487,6464.82051282051,78
N4-p-M2,16,16_43,43,Second,1,answer-P2,294,2477,match,match,match,Homonymy,1,1,Disamis,Disamis,pseudorandom,Some matches are championships,All matches are fire starters,Some fire starters are championships,NA,NA,0,0,unloaded,NA,NA,NA,Some matches are championships -- All matches are fire starters -- Some fire starters are championships,0.075,3191.175,40,NA,NA,NA,0.487179487179487,6464.82051282051,78
N4-p-M2,16,16_44,44,Second,1,answer-P2,187,2935,suitcases,suitcases,suitcases,Valid Filler,1,1,Dimatis,Dimatis,pseudorandom,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,NA,0,0,unloaded,NA,NA,NA,Some bags are suitcases -- All suitcases are pieces of luggage -- Some pieces of luggage are bags,1,3671.55,40,0.897435897435897,3517.82051282051,39,0.897435897435897,7160.28205128205,39
N4-p-M2,16,16_45,45,Second,1,answer-P2,216,2378,shapes,shapes,shapes,Invalid Filler,1,1,Disamis*,Disamis,pseudorandom,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,NA,0,0,unloaded,NA,NA,NA,Some shapes are triangles -- All squares are shapes -- Some squares are triangles,0,4538.9,40,0.974358974358974,2816.84615384615,39,0.923076923076923,4394.76923076923,39
N4-p-M2,16,16_46,46,Second,0,answer-P2,200,3623,spices,spices,spices,Invalid Filler,1,0,Dimatis*,Dimatis,pseudorandom,Some dried roots are spices,All mustard seeds are spices,Some mustard seeds are dried roots,NA,NA,0,0,unloaded,NA,NA,NA,Some dried roots are spices -- All mustard seeds are spices -- Some mustard seeds are dried roots,0.4,4410.8,40,0.923076923076923,3597.92307692308,39,0.58974358974359,4551.33333333333,39
N4-p-M2,16,16_47,47,Second,0,answer-P2,201,3731,burgers,burgers,burgers,Valid Filler,1,0,Disamis,Disamis,pseudorandom,Some burgers are overcooked,All burgers are sandwiches,Some sandwiches are overcooked,NA,NA,0,0,unloaded,NA,NA,NA,Some burgers are overcooked -- All burgers are sandwiches -- Some sandwiches are overcooked,0.925,4389.725,40,1,2595.66666666667,39,0.564102564102564,4186.82051282051,39
N4-p-M2,16,16_48,48,Second,1,answer-P2,230,3917,ponies,ponies,ponies,Valid Filler,1,1,Datisi,Datisi,pseudorandom,All ponies neigh,Some ponies are colts,Some colts neigh,NA,NA,0,0,unloaded,NA,NA,NA,All ponies neigh -- Some ponies are colts -- Some colts neigh,0.675,4349.025,40,0.538461538461538,4882.66666666667,39,0.82051282051282,4518.07692307692,39
N4-p-M2,16,16_49,49,Second,1,answer-P2,188,1737,novel,novel,novel,Polysemy,1,1,Darii,Darii,pseudorandom,All novels are flammable,Some debuts are novels,Some debuts are flammable,NA,NA,0,0,unloaded,NA,NA,NA,All novels are flammable -- Some debuts are novels -- Some debuts are flammable,0.15,6119.3,40,0.641025641025641,5367.5641025641,39,0.846153846153846,3653.35897435897,39
N4-p-M2,16,16_50,50,Second,1,answer-P2,212,1990,peppers,peppers,peppers,Invalid Filler,1,1,Dimatis*,Dimatis,pseudorandom,Some yellow vegetables are peppers,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,NA,0,0,unloaded,NA,NA,NA,Some yellow vegetables are peppers -- All jalapenos are peppers -- Some jalapenos are yellow vegetables,0.425,8075.125,40,0.948717948717949,3569.58974358974,39,0.897435897435897,4028.79487179487,39
N4-p-M2,16,16_51,51,Second,1,answer-P2,213,2351,suit,suit,suit,Homonymy,1,1,Disamis,Disamis,pseudorandom,Some suits have multiple defendants,All suits are dress attire,Some dress attire has multiple defendants,NA,NA,0,0,unloaded,NA,NA,NA,Some suits have multiple defendants -- All suits are dress attire -- Some dress attire has multiple defendants,0.075,5412.1,40,0.948717948717949,6427.10256410256,39,0.435897435897436,4574.48717948718,39
N4-p-M2,16,16_52,52,Second,1,answer-P2,204,2048,ball,ball,ball,Homonymy,1,1,Dimatis,Dimatis,pseudorandom,Some parties are balls,All balls are toys,Some toys are parties,NA,NA,0,0,unloaded,NA,NA,NA,Some parties are balls -- All balls are toys -- Some toys are parties,0.175,4203.925,40,0.948717948717949,3710.76923076923,39,0.230769230769231,3736.17948717949,39
N4-p-M2,16,16_53,53,Second,1,answer-P2,169,2674,bat,bat,bat,Homonymy,1,1,Darii,Darii,pseudorandom,All bats share a common ancestor,Some sporting goods are bats,Some sporting goods share a common ancestor,NA,NA,0,0,unloaded,NA,NA,NA,All bats share a common ancestor -- Some sporting goods are bats -- Some sporting goods share a common ancestor,0.4,5008,40,0.435897435897436,8587.79487179487,39,0.897435897435897,3954.76923076923,78
N4-p-M2,16,16_53,53,Second,1,answer-P2,281,2674,bat,bat,bat,Homonymy,1,1,Darii,Darii,pseudorandom,All bats hang upside down,Some sporting goods are bats,Some sporting goods hang upside down,NA,NA,0,0,unloaded,NA,NA,NA,All bats hang upside down -- Some sporting goods are bats -- Some sporting goods hang upside down,0.75,4474.55,40,NA,NA,NA,0.897435897435897,3954.76923076923,78
N4-p-M2,16,16_54,54,Second,1,answer-P2,180,1717,swords,swords,swords,Valid Filler,1,1,Disamis,Disamis,pseudorandom,Some swords are decorative,All swords are weapons,Some weapons are decorative,NA,NA,0,0,unloaded,NA,NA,NA,Some swords are decorative -- All swords are weapons -- Some weapons are decorative,0.8,6880.1,40,0.948717948717949,3262.05128205128,39,0.41025641025641,3481.23076923077,39
N4-p-M2,16,16_55,55,Second,1,answer-P2,196,2407,rifles,rifles,rifles,Valid Filler,1,1,Disamis,Disamis,pseudorandom,Some rifles are for hunting,All rifles are guns,Some guns are for hunting,NA,NA,0,0,unloaded,NA,NA,NA,Some rifles are for hunting -- All rifles are guns -- Some guns are for hunting,1,4771.725,40,0.974358974358974,3648.46153846154,39,0.846153846153846,3852.23076923077,39
N4-p-M2,16,16_56,56,Third,1,answer-P2,170,2393,mugs,mugs,mugs,Valid Filler,1,1,Datisi,Datisi,pseudorandom,All mugs are cups,Some mugs are ceramics,Some ceramics are cups,NA,NA,0,0,unloaded,NA,NA,NA,All mugs are cups -- Some mugs are ceramics -- Some ceramics are cups,1,3091.05,40,0.846153846153846,7220.15384615385,39,0.948717948717949,3489.71794871795,39
N4-p-M2,16,16_57,57,Third,1,answer-P2,190,2470,grapes,grapes,grapes,Valid Filler,1,1,Disamis,Disamis,pseudorandom,Some grapes are red,All grapes are fruits,Some fruits are red,NA,NA,0,0,unloaded,NA,NA,NA,Some grapes are red -- All grapes are fruits -- Some fruits are red,1,3059.8,40,0.923076923076923,3666.97435897436,39,0.897435897435897,3186.66666666667,39
N4-p-M2,16,16_58,58,Third,1,answer-P2,217,1755,doughnuts,doughnuts,doughnuts,Valid Filler,1,1,Darii,Darii,pseudorandom,All doughnuts are sugary,Some pastries are doughnuts,Some pastries are sugary,NA,NA,0,0,unloaded,NA,NA,NA,All doughnuts are sugary -- Some pastries are doughnuts -- Some pastries are sugary,0.95,3292.475,40,0.41025641025641,5687.12820512821,39,0.974358974358974,3175.33333333333,39
N4-p-M2,16,16_59,59,Third,1,answer-P2,192,2149,clowns,clowns,clowns,Valid Filler,1,1,Darii,Darii,pseudorandom,All clowns can juggle,Some circus performers are clowns,Some circus performers can juggle,NA,NA,0,0,unloaded,NA,NA,NA,All clowns can juggle -- Some circus performers are clowns -- Some circus performers can juggle,0.975,3767.925,40,0.0769230769230769,4540.25641025641,39,0.974358974358974,3217.15384615385,39
N4-p-M2,16,16_60,60,Third,1,answer-P2,181,1639,rock,rock,rock,Homonymy,1,1,Datisi,Datisi,pseudorandom,All rock has guitars,Some rock is marble,Some marble has guitars,NA,NA,0,0,unloaded,NA,NA,NA,All rock has guitars -- Some rock is marble -- Some marble has guitars,0.05,3983.6,40,0.384615384615385,9106.71794871795,39,0.974358974358974,4253.61538461539,39
N4-p-M2,16,16_61,61,Third,1,answer-P2,173,2014,stones,stones,stones,Invalid Filler,1,1,Datisi*,Datisi,pseudorandom,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,NA,0,0,unloaded,NA,NA,NA,All pebbles are stones -- Some stones are boulders -- Some boulders are pebbles,0.17948717948718,4940.5641025641,39,0.846153846153846,5818.51282051282,39,0.923076923076923,3341.07692307692,39
N4-p-M2,16,16_62,62,Third,1,answer-P2,231,2169,cabinet,cabinet,cabinet,Homonymy,1,1,Datisi,Datisi,pseudorandom,All cabinets are political appointments,Some cabinets are antique furniture,Some antique furniture are political appointments,NA,NA,0,0,unloaded,NA,NA,NA,All cabinets are political appointments -- Some cabinets are antique furniture -- Some antique furniture are political appointments,0.025,4910.75,40,0.256410256410256,7375,39,0.897435897435897,3600.74358974359,39
N4-p-M2,16,16_63,63,Third,1,answer-P2,224,2047,ring,ring,ring,Homonymy,1,1,Darii,Darii,pseudorandom,All rings are sounds,Some accessories are rings,Some accessories are sounds,NA,NA,0,0,unloaded,NA,NA,NA,All rings are sounds -- Some accessories are rings -- Some accessories are sounds,0.275,3957.775,40,0.333333333333333,5216.33333333333,39,0.974358974358974,2751.89743589744,39
N4-p-M2,16,16_64,64,Third,0,answer-P2,232,2943,lunch,lunch,lunch,Polysemy,1,0,Dimatis,Dimatis,pseudorandom,Some breaks are lunches,All lunches are entrées,Some entrées are breaks,NA,NA,0,0,unloaded,NA,NA,NA,Some breaks are lunches -- All lunches are entrées -- Some entrées are breaks,0.125,5002.3,40,0.871794871794872,4785.64102564103,39,0.179487179487179,3664.46153846154,39
N4-p-M2,16,16_65,65,Third,1,answer-P2,233,3588,book,book,book,Polysemy,1,1,Dimatis,Dimatis,pseudorandom,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,NA,0,0,unloaded,NA,NA,NA,Some doorstops are books -- All books are intellectual property -- Some intellectual property is a doorstop,0.128205128205128,4958.76923076923,39,0.666666666666667,6846.35897435897,39,0.358974358974359,4365.76923076923,39
N4-p-M2,16,16_66,66,Third,1,answer-P2,174,4385,liars,liars,liars,Valid Filler,1,1,Dimatis,Dimatis,pseudorandom,Some criminals are liars,All liars are humans,Some humans are criminals,NA,NA,0,0,unloaded,NA,NA,NA,Some criminals are liars -- All liars are humans -- Some humans are criminals,1,4285.51282051282,39,0.948717948717949,3457.97435897436,39,0.564102564102564,5203.48717948718,39
N4-p-M2,16,16_67,67,Third,1,answer-P2,202,1759,steaks,steaks,steaks,Invalid Filler,1,1,Disamis*,Disamis,pseudorandom,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,NA,0,0,unloaded,NA,NA,NA,Some steaks are filet mignons -- All ribeyes are steaks -- Some ribeyes are filet mignons,0.225,5186.55,40,0.923076923076923,3979.76923076923,39,0.692307692307692,4801.53846153846,39
N4-p-M2,16,16_68,68,Third,1,answer-P2,234,1695,mothers,mothers,mothers,Invalid Filler,1,1,Darii*,Darii,pseudorandom,All grandmothers are mothers,Some teens are mothers,Some grandmothers are teens,NA,NA,0,0,unloaded,NA,NA,NA,All grandmothers are mothers -- Some teens are mothers -- Some grandmothers are teens,0.175,6414.3,40,0.871794871794872,5620.51282051282,39,0.974358974358974,2754.82051282051,39
N4-p-M2,16,16_69,69,Third,0,answer-P2,235,3061,sausages,sausages,sausages,Invalid Filler,1,0,Datisi*,Datisi,pseudorandom,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,NA,0,0,unloaded,NA,NA,NA,All hot dogs are sausages -- Some sausages are salamis -- Some hot dogs are salamis,0.175,2931.35,40,0.538461538461539,7675.94871794872,39,0.82051282051282,3606.97435897436,39
N4-p-M2,16,16_70,70,Third,1,answer-P2,222,2826,toilets,toilets,toilets,Invalid Filler,1,1,Disamis*,Disamis,pseudorandom,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,NA,0,0,unloaded,NA,NA,NA,Some toilets are coed -- All urinals are toilets -- Some urinals are coed,0.375,5804.4,40,0.871794871794872,4278.66666666667,39,0.641025641025641,4812.64102564103,39
N4-p-M2,16,16_71,71,Third,1,answer-P2,215,2048,antiques,antiques,antiques,Invalid Filler,1,1,Darii*,Darii,pseudorandom,All medieval manuscripts are antiques,Some pieces of jewelry are antiques,Some pieces of jewelry are medieval manuscripts,NA,NA,0,0,unloaded,NA,NA,NA,All medieval manuscripts are antiques -- Some pieces of jewelry are antiques -- Some pieces of jewelry are medieval manuscripts,0.25,6885.35,40,0.743589743589744,6022.5641025641,39,0.974358974358974,3692.58974358974,39
N4-p-M2,16,16_72,72,Third,1,answer-P2,112,1958,college,college,college,Polysemy,1,1,Datisi,Datisi,pseudorandom,All colleges grant degrees,Some colleges are historic buildings,Some historic buildings grant degrees,NA,NA,0,0,unloaded,NA,NA,NA,All colleges grant degrees -- Some colleges are historic buildings -- Some historic buildings grant degrees,0.575,5629.95,40,0.538461538461539,5424.1282051282,39,0.923076923076923,3850.05128205128,39
N4-p-M2,16,16_73,73,Third,1,answer-P2,218,1953,colors,colors,colors,Invalid Filler,1,1,Disamis*,Disamis,pseudorandom,Some colors are primary,All shades of purple are colors,Some shades of purple are primary,NA,NA,0,0,unloaded,NA,NA,NA,Some colors are primary -- All shades of purple are colors -- Some shades of purple are primary,0.225,5122.475,40,0.948717948717949,3319.94871794872,39,0.923076923076923,3369.28205128205,39
N4-p-M2,16,16_74,74,Third,1,answer-P2,236,1716,singers,singers,singers,Valid Filler,1,1,Darii,Darii,pseudorandom,All singers have an ideal vocal range,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,NA,0,0,unloaded,NA,NA,NA,All singers have an ideal vocal range -- Some guitarists are singers -- Some guitarists have an ideal vocal range,0.925,4672.55,40,0.358974358974359,8082.76923076923,39,0.948717948717949,2623.46153846154,39
N4-p-M2,16,16_75,75,Third,1,answer-P2,214,1737,statues,statues,statues,Valid Filler,1,1,Datisi,Datisi,pseudorandom,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,NA,0,0,unloaded,NA,NA,NA,All statues are sculptures -- Some statues are bronzes -- Some bronzes are sculptures,0.9,3392.275,40,0.41025641025641,7092.15384615385,39,0.948717948717949,2854.66666666667,39
N4-p-M2,16,16_76,76,Third,1,answer-P2,197,2750,breakfast,breakfast,breakfast,Polysemy,1,1,Darii,Darii,pseudorandom,All breakfasts are under three hours,Some smoothies are breakfasts,Some smoothies are under three hours,NA,NA,0,0,unloaded,NA,NA,NA,All breakfasts are under three hours -- Some smoothies are breakfasts -- Some smoothies are under three hours,0.525,5068.825,40,0.230769230769231,5269.30769230769,39,0.948717948717949,2675.76923076923,39
N4-p-M2,16,16_77,77,Third,0,answer-P2,191,9272,company,company,company,Polysemy,1,0,Dimatis,Dimatis,pseudorandom,Some storefronts are companies,All companies are hierarchies,Some hierarchies are storefronts,NA,NA,0,0,unloaded,NA,NA,NA,Some storefronts are companies -- All companies are hierarchies -- Some hierarchies are storefronts,0.25,4713.05,40,0.923076923076923,3635.07692307692,39,0.333333333333333,4066.23076923077,39
N4-p-M2,16,16_78,78,Third,1,answer-P2,172,3337,actors,actors,actors,Invalid Filler,1,1,Datisi*,Datisi,pseudorandom,All male leads are actors,Some actors are women,Some women are male leads,NA,NA,0,0,unloaded,NA,NA,NA,All male leads are actors -- Some actors are women -- Some women are male leads,0.4,4720.6,40,0.461538461538462,6082.05128205128,39,0.897435897435897,2888.4358974359,39
N4-p-M2,16,16_79,79,Third,1,answer-P2,198,25325,board,board,board,Homonymy,1,1,Dimatis,Dimatis,pseudorandom,Some governing organizations are boards,All boards are wooden planks,Some wooden planks are governing organizations,NA,NA,0,0,unloaded,NA,NA,NA,Some governing organizations are boards -- All boards are wooden planks -- Some wooden planks are governing organizations,0.1,5379.9,40,0.897435897435897,5123.10256410256,39,0.358974358974359,4363.84615384615,39
N4-p-M2,16,16_80,80,Third,1,answer-P2,199,6896,trucks,trucks,trucks,Valid Filler,1,1,Dimatis,Dimatis,pseudorandom,Some cars are trucks,All trucks are vehicles,Some vehicles are cars,NA,NA,0,0,unloaded,NA,NA,NA,Some cars are trucks -- All trucks are vehicles -- Some vehicles are cars,0.975,4508.475,40,0.641025641025641,4821.61538461538,39,0.820512820512821,3136.51282051282,39
N4-p-M2,16,16_81,81,Third,1,answer-P2,195,10785,letter,letter,letter,Polysemy,1,1,Datisi,Datisi,pseudorandom,All letters have stamps,Some letters are rejections,Some rejections have stamps,NA,NA,0,0,unloaded,NA,NA,NA,All letters have stamps -- Some letters are rejections -- Some rejections have stamps,0.7,4504.25,40,0.17948717948718,4241.30769230769,39,0.974358974358974,3892.87179487179,39
N4-p-M2,16,16_82,82,Third,1,answer-P2,237,2738,city,city,city,Polysemy,1,1,Datisi,Datisi,pseudorandom,All cities are bureaucracies,Some cities are graffitied,Some bureaucracies are graffitied,NA,NA,0,0,unloaded,NA,NA,NA,All cities are bureaucracies -- Some cities are graffitied -- Some bureaucracies are graffitied,0.375,4022.55,40,0.282051282051282,5035.51282051282,39,0.974358974358974,4725.46153846154,39
N4-p-M2,16,16_83,83,Fourth,0,answer-P2,238,5954,injuries,injuries,injuries,Invalid Filler,1,0,Dimatis*,Dimatis,pseudorandom,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,NA,0,0,unloaded,NA,NA,NA,Some sunburns are injuries -- All cases of frostbite are injuries -- Some cases of frostbite are sunburns,0.1,5963.025,40,0.974358974358974,3483.4358974359,39,0.794871794871795,4660.76923076923,39
N4-p-M2,16,16_84,84,Fourth,1,answer-P2,171,18443,change,change,change,Homonymy,1,1,Darii,Darii,pseudorandom,All change is money,Some surprises are change,Some surprises are money,NA,NA,0,0,unloaded,NA,NA,NA,All change is money -- Some surprises are change -- Some surprises are money,1,4466.87179487179,39,0.512820512820513,6436.97435897436,39,0.923076923076923,4354.30769230769,39
N4-p-M2,16,16_85,85,Fourth,1,answer-P1,208,8732,poets,poets,poets,Valid Filler,1,1,Datisi,Datisi,pseudorandom,All poets are writers,Some poets are teachers,Some teachers are writers,NA,NA,0,0,unloaded,NA,NA,NA,All poets are writers -- Some poets are teachers -- Some teachers are writers,0.975,3928.975,40,0.794871794871795,5154.33333333333,39,0.948717948717949,3716.46153846154,39
N4-p-M2,16,16_86,86,Fourth,1,answer-P1,225,2690,widows,widows,widows,Valid Filler,1,1,Dimatis,Dimatis,pseudorandom,Some mothers are widows,All widows are women,Some women are mothers,NA,NA,0,0,unloaded,NA,NA,NA,Some mothers are widows -- All widows are women -- Some women are mothers,1,2726.325,40,0.974358974358974,3090.82051282051,39,0.512820512820513,5451.58974358974,39
N4-p-M2,16,16_87,87,Fourth,1,answer-P1,179,17037,ruler,ruler,ruler,Homonymy,1,1,Disamis,Disamis,pseudorandom,Some rulers are kings,All rulers are standard lengths,Some standard lengths are kings,NA,NA,0,0,unloaded,NA,NA,NA,Some rulers are kings -- All rulers are standard lengths -- Some standard lengths are kings,0.125,5032.65,40,0.974358974358974,4178.38461538462,39,0.256410256410256,6667,39
N4-p-M2,16,16_88,88,Fourth,1,answer-P1,221,4257,magazines,magazines,magazines,Polysemy,1,1,Disamis,Disamis,pseudorandom,Some magazines are coffee-stained,All magazines are subscriptions,Some subscriptions are coffee-stained,NA,NA,0,0,unloaded,NA,NA,NA,Some magazines are coffee-stained -- All magazines are subscriptions -- Some subscriptions are coffee-stained,0.128205128205128,3613.5641025641,39,0.923076923076923,4020.10256410256,39,0.102564102564103,5210.17948717949,39
N4-p-M2,16,16_89,89,Fourth,1,answer-P1,189,3718,dresses,dresses,dresses,Invalid Filler,1,1,Darii*,Darii,pseudorandom,All ball gowns are dresses,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,NA,0,0,unloaded,NA,NA,NA,All ball gowns are dresses -- Some cocktail outfits are dresses -- Some cocktail outfits are ball gowns,0.65,5066.6,40,0.948717948717949,5519.10256410256,39,0.974358974358974,4348.92307692308,39
N4-p-M2,16,16_90,90,Fourth,1,answer-P1,183,2630,thieves,thieves,thieves,Invalid Filler,1,1,Dimatis*,Dimatis,pseudorandom,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,NA,0,0,unloaded,NA,NA,NA,Some children are thieves -- All mob bosses are thieves -- Some mob bosses are children,0.225,5599.825,40,0.974358974358974,3058.66666666667,39,0.41025641025641,5257.05128205128,39
N4-p-M2,16,16_91,91,Fourth,1,answer-P1,205,2505,dinner,dinner,dinner,Polysemy,1,1,Disamis,Disamis,pseudorandom,Some dinners are black tie,All dinners are foods,Some foods are black tie,NA,NA,0,0,unloaded,NA,NA,NA,Some dinners are black tie -- All dinners are foods -- Some foods are black tie,0.225,3571.775,40,0.81578947368421,5821.78947368421,38,0.871794871794872,5758.51282051282,39
N4-p-M2,16,16_92,92,Fourth,1,answer-P1,182,3195,school,school,school,Polysemy,1,1,Disamis,Disamis,pseudorandom,Some schools are rectangular,All schools are employers,Some employers are rectangular,NA,NA,0,0,unloaded,NA,NA,NA,Some schools are rectangular -- All schools are employers -- Some employers are rectangular,0.1,2856.95,40,0.871794871794872,3714.74358974359,39,0.641025641025641,6186.20512820513,39
N4-p-M2,16,16_93,93,Fourth,0,answer-P1,226,2436,star,star,star,Homonymy,1,0,Datisi,Datisi,pseudorandom,All stars are famous,Some stars are red dwarfs,Some red dwarfs are famous,NA,NA,0,0,unloaded,NA,NA,NA,All stars are famous -- Some stars are red dwarfs -- Some red dwarfs are famous,0.375,3338.975,40,0.256410256410256,4111.33333333333,39,0.717948717948718,4497.17948717949,78
N4-p-M2,16,16_94,94,Fourth,0,answer-P1,178,2417,picnic,picnic,picnic,Polysemy,1,0,Datisi,Datisi,pseudorandom,All picnics happen in nature,Some picnics are salads,Some salads happen in nature,NA,NA,0,0,unloaded,NA,NA,NA,All picnics happen in nature -- Some picnics are salads -- Some salads happen in nature,0.425,4573.125,40,0.256410256410256,5444.97435897436,39,0.81578947368421,4526.1052631579,38
N4-p-M2,16,16_95,95,Fourth,1,answer-P1,227,1984,dances,dances,dances,Invalid Filler,1,1,Darii*,Darii,pseudorandom,All polkas are dances,Some mating rituals are dances,Some mating rituals are polkas,NA,NA,0,0,unloaded,NA,NA,NA,All polkas are dances -- Some mating rituals are dances -- Some mating rituals are polkas,0.25,3557.725,40,0.461538461538462,5220.97435897436,39,0.921052631578947,4112.34210526316,38
N4-p-M2,16,16_96,96,Fourth,1,answer-P1,206,2643,dolls,dolls,dolls,Valid Filler,1,1,Darii,Darii,pseudorandom,All dolls are man made,Some toys are dolls,Some toys are man made,NA,NA,0,0,unloaded,NA,NA,NA,All dolls are man made -- Some toys are dolls -- Some toys are man made,1,3066.525,40,0.578947368421053,4279.63157894737,38,1,6930.12820512821,39
N4-p-M2,16,16_97,97,Fourth,1,answer-P1,228,3307,funerals,funerals,funerals,Invalid Filler,1,1,Datisi*,Datisi,pseudorandom,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,NA,0,0,unloaded,NA,NA,NA,All open-casket services are funerals -- Some funerals are cremations -- Some cremations are open-casket services,0.4,5086.4,40,0.692307692307692,5467.53846153846,39,0.769230769230769,3754.05128205128,39
N4-p-M2,16,16_98,98,Fourth,1,answer-P1,229,2210,match,match,match,Homonymy,1,1,Disamis,Disamis,pseudorandom,Some matches are shown on TV,All matches are fire starters,Some fire starters are shown on TV,NA,NA,0,0,unloaded,NA,NA,NA,Some matches are shown on TV -- All matches are fire starters -- Some fire starters are shown on TV,0.85,5008.1,40,0.948717948717949,4497.23076923077,39,0.487179487179487,6464.82051282051,78
N4-p-M2,16,16_99,99,Fourth,1,answer-P1,187,1775,suitcases,suitcases,suitcases,Valid Filler,1,1,Dimatis,Dimatis,pseudorandom,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,NA,0,0,unloaded,NA,NA,NA,Some bags are suitcases -- All suitcases are pieces of luggage -- Some pieces of luggage are bags,1,3671.55,40,0.897435897435897,3517.82051282051,39,0.897435897435897,7160.28205128205,39
N4-p-M2,16,16_100,100,Fourth,1,answer-P1,216,1478,shapes,shapes,shapes,Invalid Filler,1,1,Disamis*,Disamis,pseudorandom,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,NA,0,0,unloaded,NA,NA,NA,Some shapes are triangles -- All squares are shapes -- Some squares are triangles,0,4538.9,40,0.974358974358974,2816.84615384615,39,0.923076923076923,4394.76923076923,39
